platform,press,keyword,comment
news,연합뉴스,이재명,아들이 6월에 결혼 한다던데 쎄하다 남의 와이프 며느리 될 여자가 불쌍해 보긴 첨이다 저들이 뱉은 혐오스러운 말은 제발 듣고 살지 말아라 한집에서 밥 먹을때 젖가락만 봐도 소름듣지 않을래나 어쩌다 대한민국이 온식구 범죄자 조폭가족이 대통령이 되려하는 나라가 되었나 이죄명이 집권 하는순간 최소 20년은 낙후다 이죄명 가족에게 더이상 국가 세금 도둑질할 기회를 줘선 안된다 너무 위험한 인간 이죄명은 안된다
news,연합뉴스,이재명,시원하다 ㅎ
news,연합뉴스,이재명,지애배한테 배운데로 한건데 뭐가문제?형수욕할때 다듣고한건데..이런말종이 대통령 끔직하다.
news,연합뉴스,이재명,잘잘못을 떠나서 국민하고 싸우겠다는 저 자세는 꼭!!! 윤 뭐시기를 보는듯 하네 .좋게 봤는데 국짐에서 뭘배웠는지 사람이 저리 바뀌나??
news,연합뉴스,이재명,제2의 김대업
news,연합뉴스,이재명,제2의 윤석렬.뭐가 잘못인지모르는 모지리다.
news,연합뉴스,이재명,죄명이는 왕이될 상이 아니요!!!
news,SBS,이재명,이자식은 반듯이 퇴출 시켜야 합니다
news,SBS,이재명,뭐가 문제인지 모르는게 더 문제다음엔 대선 나오지 마시길
news,SBS,이재명,니가 젓가락은 잘못없다고했으니 평생 젓가락이준석선생 이라고 불러줄께~꼬우면 고발해라
news,SBS,이재명,"3차토론에서의 상식적인 질문에 대하여, 도둑이 제발저린다고 여성인지 남성인지 지칭도 안했는데, 우물쭈물 거리면서 상식적인 답변을 회피한 것이 그들은 시che팔이도 했던 자들이라 산 사람정도는 아무렇게나 이용해먹을 수 있는 소시오패th라는 점이 다시 한번 더 증명된 것이다."
news,SBS,이재명,이죄명 아들과 결혼 하시는분 빨리 도망가세요!!!!! 당신도 당할수 있는 일입니다.!!!! 사람은 절대로 고쳐지지 않습니다!!!!! 결혼과 동시에 지옥문이 열립니다!!!!
news,SBS,이재명,부전자전.
news,SBS,이재명,준석아 힘내라
news,SBS,이재명,"준스톤.. 세상이 우습고 니가 제일 잘난 것 같제. 처음에는 젊은 보수랍시고 지켜봤는데 토론의 내용을 떠나 당신의 자세, 행동 그리고 마인드가 같은 또래인 나로써는 절망 아니 너가 그 잘난 하대 나와서 사회에서 돈 한푼 안벌어본 사람. 부모.집안 좋아 저렇게 그지같이 교육받았나 싶을 정도의 공감.이해력 제로. 정치를 아주 못되 쳐먹게 배워서는.. 어린놈이 토론도 들어주는 것부터 시작인 거 몰라? 수준이 진짜.. 니 복이다만 정말 피로감이 오른다 니같은게 정치한다 그것도 대선에??비호감덩어리 펨코아바타 유성온천가서 깨끗이 씻지?으"
news,SBS,이재명,사퇴감이야 이건. 전 국민이 위자료 청구해야할판.
news,SBS,이재명,젖가락당 아부지 나와서 젖가락질하는 동호에 대해 한말씀 해보시라. 근거없는 조작인가? 무리한 수사인가? 고부분만 띄어 냈나? 내아들 아니고 남인가?? 수원지검 판사 탄핵되나?
news,SBS,이재명,시끄러임마!! 썩어빠진 물에서 놀다오더니 지가 뭘 잘못한건지 모르네
news,SBS,이재명,혐오? 도라인가? 인간의 질은 어째? 어린 소시오들 사회골치거리다
news,SBS,이재명,펨코 댓글 총출동 ㄷㄷㄷ. 잘가라 .ㅋㅋ
news,SBS,이재명,하긴 50세대들 화날만하지 국민연금까지 다시 손봐야한다하니까 ㅋㅋ 우리 아래세대에게 양보좀하자는데 죽어도 싫겠지 ㅉㅉ
news,SBS,이재명,연좌제 제일 더럽다. 지금 20대가 부모 때문에 강탈된다면 가만히 있겠나? 똑걑다. 이 더러운 연좌제
news,SBS,이재명,준석아 니가 말한 젓가락은 여성을 대상으로 한말이 아닌데 왜 왜곡해서 거짓말 해? 넌 그게 아주 저질스럽고 교활하고 사악해.
news,SBS,이재명,벌금 500만원 진짜긴 하더라 충격 ;;;
news,SBS,이재명,그러니까 니 발언에 문제가 없으면 계속 똑같이 말하면서 다녀봐. 애초에 너는 상식이 없는거다.
news,SBS,이재명,"네말이 맞아. 사실말한거 이재명 문제많은인간이고,분란도 많어. 근데 넌 기성 정치인들과 다르다고 말하는 인간이잖아? 근데 비방하고 말꼬리 잡고 기성정치인들과 다른게 하나없이 행동하잖아? 심지어 양당 기성정치라면서 민주만 공격하고말이지. 네말과 행동이 다르기 때문이야. 그 좋은머리로 비젼과 정책만 논했으면 중도층에서 더 많은 지지를 받지않았을까? 구태정치는 너도 하고 있단 이야기야"
news,SBS,이재명,사실여부를 떠나 입에 올릴 말이 따로 있죠~~ 공직자의 자격이 없습니다.
news,SBS,이재명,조급하고 과하다 관심이 필요한거 같아서 하는 말인데 이럴수록 관심밖의 사람이 되더이다 진지해보이지 않고 점점 우스워지고 있는데. 하도 갈라쳐서 하는 말인데 극우도 개딸도아닙니다. 단적인 예를 들면 황교안분 보는 느낌과 비슷해지고 있어요. 자극을 가한다고 반응하는게 아니라 본인이 튕겨나가는
news,SBS,이재명,와 5대남들 어떻게든 이준석탓하는거 너무하네
news,SBS,이재명,니를 보니 40대 윤석렬과 북한의 김정은이 보이는구나 오로지 출세를 위해 남을 발로 밟는 잔인하고 교만한 행태가 무섭구나
news,SBS,이재명,여기저기 50대 남자 댓글 난리났네ㅡ패륜가족 어버이 옹호결사대 ㅡ수신제가 치국평천하도 모르는 장까이인가?
news,SBS,이재명,새로운 젊은정치인이라며? 내가보기엔 기존정치인하고 다를게없다 계엄날 국회에서 니가보여줬던 쇼질이며 생방송토론장에서 니가보여줬던 네거티브 어떤겄도 새로운게없어 사람들이 왜 젊은윤석렬이라고 말하는지 알꺼같아 니가 기존엘리트집단하고 차별되는게 뭐가있냐? 공감능력제로의 말만잘하는 갈라치기선수? 이정도일듯
news,SBS,이재명,민주당은 맞대응하지 말고 무시해 버려라. 놈은 맞대응해주기를 바라는 것이다. 양두구육 더러운놈의 정치생명은 끝넜다.
news,SBS,이재명,여러분 여기서 떠들어봤자 같잖다고하면서 비웃을껍니다투표로 심판합시다 어차피 자기는 안될꺼 다 알고 토론때부터 공약이나 정치색따위는 다 집어지우고 1차 2차 3차 주구장창 상대후보들이나 깔아내리고 선거비라도 보전하려고 발악하는게 참 안쓰럽다 이재명은 이준석 명태균게이트로 당대표된 혐의 성접대관련된거 몰라서 아무말 안했겠냐? 상대후보긴 하지만 선은지킨것이다 그게 딱 니 수준이다
news,SBS,이재명,개딸들은 자기 딸이 이재명 아들한테 그런 소리 들어도 그저 쎼쎼하라고 할듯
news,SBS,이재명,줄리로 김건희는 까도 괜찮아요도세자님은 안돼~~~~!! ㅋㅋㅋㅋㅋ
