keyword,comment,nouns_adjs
이재명,이그으 이분 때문에 진짜 나라가 어지러워,"['이그으', '때문', '나라']"
이재명,어차피 무죄때릴거같은데 이미 작업해놓았겠지,"['무죄', '거', '같', '작업']"
이재명,이렇게 뒤가 구리고 죄많고 말많은 인간이 가장 유력한 대통령 후보라니 대한민국은 이제 더이상 앞날이없다,"['뒤', '구리', '죄', '많', '말', '많', '인간', '유력', '대통령', '후보', '대한민국', '이상', '앞날', '없']"
이재명,너무 싫어 벌 받아야지 잘못을했으면,"['싫', '벌', '잘못']"
이재명,대통되면 중국처럼 다 통제당하겠지,"['대통', '중국', '통제']"
이재명,의원님 대학생같은 모습에 심쿵합니다 오늘도 많이응원합니다,"['의원', '대학', '같', '모습', '심', '오늘', '응원']"
이재명,뜬금없이 청바지가 진짜 잘어울리십니다 항상 응원합니다,"['청바지', '응원']"
이재명,열심히 일하는 민주당 의원님들 진짜 믿음직 합니다 그래서 건강 잘 챙기셔야 합니다 의원님 늘 응원합니다 진짜 대한민국 지금은 이재명 입니다,"['일', '민주당', '의원', '건강', '의원', '응원', '대한민국', '지금', '이재명']"
이재명,동에번쩍 서에번쩍 한길동,"['동', '서', '한길', '동']"
이재명,나이는 저만먹나요 의원님 사회 보시는거 영상으로 잘봤습니다 고생하셨어요,"['나이', '의원', '사회', '거', '영상', '고생']"
이재명,응원합니다,['응원']
이재명,오 대학생같아요,"['대학생', '같']"
이재명,잘하고 계십니다,[]
이재명,순천도 오셔요,['순천']
이재명,우와 어느새 부산으로 멋집니다 홧팅,"['부산', '멋지', '홧팅']"
이재명,오므나 김한규 의원님 짱 멋짐,"['오므', '김한규', '의원', '멋지']"
이재명,청바지가 너무 잘 어울리심,['청바지']
이재명,진짜 아이돌이다,['아이돌']
이재명,항상 응원합니다,['응원']
이재명,난 진짜 저쪽의 국가관 안보관 경제관 도덕성 상식수준 교육수준이 어떤지 궁금하다,"['국가관', '보관', '경제관', '도덕', '상식', '수준', '교육', '수준', '궁금하']"
이재명,부정선거 했는데 이정도면 많이 따라왔네요,"['부정', '선거', '정도']"
이재명,전과4범의 동문서답 웃겼습니다,"['전과', '범', '동문서답']"
이재명,지금이 바로 싸울 때다 애국 보수여 김문수 후보를 중심으로 뭉치자 조금만 더 밀어붙이면 반드시 이긴다 우리는 조국을 사랑하는 진짜 국민이다 거짓과 선동에 무릎 꿇지 말자 팩트로 싸우고 투지로 이기자 자유대한민국 우리가 지킨다,"['지금', '때', '애국', '보수', '여', '김문수', '후보', '중심', '조금', '조국', '사랑', '진짜', '국민', '거짓', '선동', '무릎', '팩트', '투지', '기자', '자유', '대한민국']"
이재명,고객님은 여론조사 대상이 아닙니다,"['고객', '여론', '조사', '대상']"
이재명,이거 안믿는다 2번이 더 높다 벽보훼손된 것만 봐도 민심의 흐름을 알 수 있거든,"['번', '높', '벽보', '훼손', '것', '민심', '흐름', '수', '있']"
이재명,김문수 대통령,"['김문수', '대통령']"
이재명,이재명 국가에는 안보가 없고 군 복무 10개월 단축 공약 부승찬 의원 국방부 장관은 전역 후 10년이 지난 후 임명 가능 법안 발의 이재명 민주주의에는 자유가 없다 18년도에는 헌법에서 자유민주적 질서에서 자유를 빼려고 했다가 4시간만에 대변인에 실수라고 변명하며 철회했다,"['이재명', '국가', '안보', '없', '군', '복무', '개월', '단축', '공약', '부', '승차', '의원', '국방부', '장관', '전역', '후', '년', '후', '임명', '가능', '법안', '발의', '이재명', '민주주의', '자유', '없', '년도', '헌법', '자유', '민주', '질서', '자유', '시간', '만', '대변인', '실수', '변명', '철회']"
이재명,전한길뉴스만이 진실된 뉴스,"['한길', '뉴스', '진실', '뉴스']"
이재명,상식적으로 민주노동당에서 후보가 나온거자체가 말이안되는데 법무부장관 총리까지 한 사람보다 지지율 높은게 말이되냐,"['상식', '민주노동당', '후보', '거', '자체', '말', '법무부', '장관', '총리', '사람', '지지율', '높', '것', '말']"
이재명,토론을 보고서도 지지,"['토론', '지지']"
이재명,김문수후보님 당선,"['김문수', '후보', '당선']"
이재명,솔직히 이재명 46 말이 안됨 뭐 다 샤이 이재명이야 주변은 다 이재명 욕하는 소리밖에 없는데 말이지,"['이재명', '말', '샤이', '이재명', '주변', '이재명', '소리', '없', '말']"
이재명,권영국이 교안햄보다 높은게 말이되나 3 1이였음 볼만한 역대급 토론회였을텐데,"['권', '영국', '교안', '햄', '높', '것', '말', '만', '역대', '급', '토론회', '터']"
이재명,주변에 이재명 싫어하는 사람들 많은데 여론조사도 의심스럽다,"['주변', '이재명', '사람', '많', '여론', '조사', '의심']"
이재명,한번은 해보고뒤지겠다는마인드,"['번', '마인드']"
이재명,삶은달걀 한덕수,"['삶', '달걀', '한덕수']"
이재명,늙은 한동훈 한덕수,"['한동훈', '한덕수']"
이재명,침몰하는 대한민국 이재명이 망치지 못하게 지켜주겠다는데 지랄이냐,"['침몰', '대한민국', '이재명', '지랄']"
이재명,비유 찰떡이고,"['비유', '찰떡']"
이재명,이재명의 21대 대통령 당선을 축하합니다,"['이재명', '대', '대통령', '당선', '축하']"
이재명,여론조사에서 이준석이라도 하든지,"['여론', '조사', '이준석']"
이재명,대선 지면 성동이는 문수한테 니탓이라고 하겠구만,"['대선', '지면', '동이', '문수', '탓']"
이재명,국짐당탈출은 능지순 당원들탈당하고 난리라던데,"['국', '짐', '탈출', '능지', '순', '당원', '탈당', '난리']"
이재명,우파는 망했음 드럼통 들어가기 싫으면 이재명 욕했던 댓글 다 삭제,"['우파', '드럼통', '싫', '이재명', '욕', '댓글', '삭제']"
이재명,이재명 빙산,"['이재명', '빙산']"
이재명,비유 찰떡이노,"['비유', '찰떡', '노']"
이재명,천재명,"['천재', '명']"
이재명,우와 풋풋,[]
이재명,정직하고 진솔한 청년 깨끗한영혼의 소유자 멋짐요,"['정직', '청년', '영혼', '소유자', '멋지']"
이재명,오 풋풋하시구먼유,"['풋풋하', '유']"
이재명,야무지져 보입니다 이때 부터 우리들의 현명하고 정직하고 현자로서의 푸르는 싹이 있으셨던 것 같습니다 감히 보통의 사람으로서 펴,"['야무지', '때', '현명', '정직', '현자', '싹', '있', '것', '같', '보통', '사람']"
이재명,개구장이 잘생김 청년시절 눈호강 죽을때까지 변함없이 지지할것을 맹세합니다,"['개구장이', '잘생기', '청년', '시절', '눈', '호강', '때', '지지', '것', '맹세']"
이재명,풋풋잼,[]
이재명,피부미남이네요,"['피부', '미남']"
이재명,ps 청년 이재명 잘생쁨 끄덕끄덕,"['청년', '이재명', '잘생쁨']"
이재명,참된 인간상이네요,"['참', '인간상']"
이재명,리즈시절 뿜뿜 멋쩌용 국민이 열열히 지지합니다 핫팅,"['리즈시절', '멋쩌', '국민', '지지', '핫팅']"
이재명,훈남 잘생겼다,"['훈', '남']"
이재명,나름 순수청년 풋풋한젊은이,"['나름', '순수', '청년', '풋풋하', '젊은이']"
이재명,재명이 잘생겼다,['재명이']
이재명,잘생기셨어요귀엽기도하고 멋지십니다,['멋지']
이재명,본격 독제정치를 저렇게 풀어서 쓰다니,"['본격', '독', '정치']"
이재명,감옥가기싫으니 푸틴처럼하고싶단 말이네,"['감옥', '싫', '푸틴', '말']"
이재명,책임지도 못할 공약은 하지맙시다 우리나라 대통령 될려고 진짜 무슨 공약은 다 던지면서 막상 당선 되면 안지킴 걍 당선될려고 발악하는것처럼 밖에 안보인다,"['공약', '나라', '대통령', '공약', '당선', '당선', '발악', '것']"
이재명,진짜 이재명은 안된다 와 독재정치 한다고 아에 선포하네 이민준비하자 진심,"['이재명', '독재', '정치', '아', '선포', '이민', '준비', '진심']"
이재명,캬그냥 다해먹겟단 마인드 좋다,"['마인드', '좋']"
이재명,연임과 중임의 개념 차이를 먼저 정리하고 알아야 합니다 4년 중임제의 장단점과 개헌 논의의 배경까지 깔끔하게 정리해드리겠습니다 1 연임 vs 중임 뭐가 다른가요 즉 연임은 두 번 연속 중임은 쉬었다가 다시 가능한 구조입니다 대한민국 현행 헌법은 단임제 재선 불가 를 채택하고 있습니다 2 왜 4년 중임제를 논의할까 대통령이 5년 단임으로 끝나다 보니 정책 일관성과 책임 정치 부족 대통령 2 3년 차부터 레임덕 현상 국정과제 완수가 어려움 4년 중임제를 도입하면 한 번 더 선택 받을 기회 국민 평가에 따라 재신임 구조 가능 책임 정치 실현 정책 지속성 확보 3 4년 중임제의 장점 정책 연속성 강화 국정 책임성 확보 국민에게 한 번 더 평가받을 기회 부여 레임덕 최소화 정권교체에 따른 과도한 진영논리 완화 4 단점과 우려 권력 집중 우려 대통령 권한이 그대로 유지되면서 두 번 기회가 주어지면 장기집권 가능성 우려 정치권의 이익 계산 개입 개헌이 정치적 협상 수단이 될 위험 임기 말 재선을 위한 포퓰리즘 가능성 정치적 갈등 장기화 우려 5 결론 중요한 건 시스템 설계 4년 중임제가 무조건 좋은 것도 무조건 나쁜 것도 아닙니다 핵심은 권력의 균형 국민에 의한 통제 정치적 책임성 강화라는 큰 틀을 지키는 것입니다 대한민국이 다음 단계의 정치 성숙으로 나아가기 위해 대통령제의 개편 방향에 대한 논의는 반드시 필요합니다 국민에게 선택권을 줘야 한다 연임과 중임,"['연임', '중임', '개념', '차이', '정리', '년', '중임', '장단점', '개헌', '논의', '배경', '정리', '연임', '중', '다르', '연임', '번', '연속', '중', '가능', '구조', '대한민국', '현행', '헌법', '단임', '재선', '불가', '채택', '년', '중임', '논의', '대통령', '년', '단임', '정책', '일관', '책임', '정치', '부족', '대통령', '년', '차', '레임덕', '현상', '국정', '과제', '완수', '어려움', '년', '중임', '도입', '번', '선택', '기회', '국민', '평가', '신임', '구조', '가능', '책임', '정치', '실현', '정책', '지속', '확보', '년', '중임', '장점', '정책', '연속', '강화', '국정', '책임', '확보', '국민', '번', '평가', '기회', '부여', '레임덕', '최소', '정권', '교체', '과도', '진영', '논리', '완화', '단', '점', '우려', '권력', '집중', '우려', '대통령', '권한', '유지', '번', '기회', '장기', '집권', '가능', '우려', '정치', '이익', '계산', '개입', '개헌', '정치', '협상', '수단', '위험', '임기', '말', '재선', '포퓰리즘', '가능', '정치', '갈등', '장기', '우려', '결', '중요', '거', '시스템', '설계', '년', '중임', '좋', '것', '나쁘', '것', '핵심', '권력', '균형', '국민', '통제', '정치', '책임', '강화', '크', '틀', '것', '대한민국', '다음', '단계', '정치', '성숙', '대통령', '제의', '개편', '방향', '논의', '필요', '국민', '선택', '연임', '과', '중']"
이재명,개소리하내,['개소리하내']
이재명,역시 리진핑,['리진']
이재명,영화 아수라가 생가나네,"['영화', '아수라', '생가']"
이재명,부정선거해서 연임하겠다 김재규가 어떻게 했지,"['부정', '선거', '연임', '김재규']"
이재명,썸내일 보고 스팸으로 신고할뻔 했어요,"['썸', '스팸', '신고', '뻔']"
이재명,권력이 그렇게 좋으냐,"['권력', '좋']"
이재명,공산당on,['공산당']
이재명,결국엔 혼자 다하겠다는거,"['결국', '거']"
이재명,연임을 어떻게 없앴는데,['연임']
이재명,열애설인줄,"['열애', '설', '줄']"
이재명,내 인생 다신 볼수없을 투샷이다,"['인생', '수', '없', '투샷']"
이재명,타임지 에디터 민노총 출신임 왜이럼,"['타임지', '에디터', '민노총', '출신']"
이재명,로재 조합,"['로', '조합']"
이재명,이재명이 되던 김경수가 되던 민주정부 수립하자 내란정당 해산하자,"['이재명', '김경수', '민주', '정부', '수립', '내란', '정당', '해산']"
이재명,드럼통통통통통통 형수르,"['드럼통', '통', '형수', '르']"
이재명,드럼통 드럼통 드럼통 드럼통 어허어허,"['드럼통', '드럼통', '드럼통', '드럼통', '어허어허']"
이재명,죄명이는 왜 갑자기 튀어나오누,['죄명']
이재명,둘 다 내가 좋아함,['좋']
이재명,로제명,"['로제', '명']"
이재명,형형형형형형형형형수르,"['형', '형', '형', '형', '형', '형', '수르']"
이재명,타임지 망했나,['타임지']
이재명,아깜짝아,[]
이재명,월 로재는 위험합니다,"['월', '로재', '위험']"
이재명,사진맘대로 붙여놓지마라,['사진']
이재명,좀 적당히 좀 빨아라 x꼬 헐겠다,[]
이재명,드럼통 가겠지,['드럼통']
이재명,당연히 일못하고 나대면 잘리지 이걸 말이라고,"['일', '말']"
이재명,제목보고 기자가 누군가 봤더니 역시 대정현,"['제목', '보고', '기자', '대정현']"
이재명,졸라 멋있어,['멋있']
이재명,뇌세포 아깝노,"['뇌', '세포']"
이재명,이재명대통령,"['이재명', '대통령']"
이재명,누가 누굴,[]
이재명,잘리는거야 죽이는거야,"['거', '거']"
이재명,일잘하고 나대면 워쩌지,"['일', '워쩌지']"
이재명,혹시 드럼통,['드럼통']
이재명,암튼 이번에 대통령 당선되면 기득권 세력들 모두 잡아 넣어야 한다,"['이번', '대통령', '당선', '기득', '세력']"
이재명,니네거 다 찟는다,"['거', '찟']"
이재명,ustda__ 그래서 유능한 안귀령 공천줬나,"['유능', '안귀령', '공천']"
이재명,아니 왜 지지율이 떨어지냐 하 진짜,['지지']
이재명,이준석이 이갈고 이번 후보자토론 성남시장 세금갖고 제대로 깐다고 합니다 웃어가며 그냥 넘어가지마세요 본때좀보여주시라 말입니다 1차토론 타격큰데 모르시겠어요,"['이준석', '이번', '후보자', '토론', '성남시장', '세금', '본때', '말', '차', '토론', '타격', '크']"
이재명,오늘도 이재명 방탄유리에서 나오지 마세요 위험해요 국민들 심장 녹이지 마시고요 조금만 참으세요 이제 다 왔어요 6월 3일 진짜 대한민국이 시작됩니다,"['오늘', '이재명', '방탄유리', '위험', '국민', '심장', '조금', '월', '일', '대한민국', '시작']"
이재명,제주 연설 듣고 진짜 감동였어요 진짜 대통령되셔서 나라와 국민을 위해 일해주세요,"['제주', '연설', '감동', '대통령', '나라', '국민', '일']"
이재명,민주당과 이재명대표님 지지자로써 부탁 아직 선거까지 많이 남았어요 다 이긴 것처럼 구는 당내 인사들 기강 좀 잡아주세요 지지율 앞선다고 머리들지말고 더 책임감 갖는 모습을 민주당에서 책임있는 위치에 계신 분들은 절실하게 보여주셨으면 합니다,"['민주당', '이재명', '대표', '지지자', '부탁', '선거', '것', '당내', '인사', '기강', '지지', '머리', '책임감', '모습', '민주당', '책임', '있', '위치', '분']"
이재명,파이팅입니다 지금은 이재명,"['파이팅', '이재명']"
이재명,LOVE 사랑해요 이재명,"['사랑해요', '이재명']"
이재명,지금은 이재명,"['지금', '이재명']"
이재명,대표님 사람의 도와주지 않으면 아무것도 할수없는 동물들에게도 눈길을 주시길 간곡히 부탁드립니다 항상 조심하세요,"['대표', '사람', '아무것', '수', '없', '동물', '눈길', '부탁', '조심']"
이재명,네 울 후보님 손 놓지않고 끝까지 함께 하겠습니다 지금은 이재명,"['후보', '손', '끝', '이재명']"
이재명,나의 아바디각하 만날 수 없어서 슬프지만 언제든 응원하고 있답니다 재명이의 파란나라 기다리구있더요 몸 조심히 건강하게 대선날까지 화이팅이에요,"['바디', '각하', '수', '없', '슬프', '응원', '재명이', '나라', '기다리구있더요', '몸', '건강', '대선', '날', '화이팅']"
이재명,항상 역대급 레전드 연설만 하시는 대통령님,"['역대', '급', '레전드', '연설', '대통령']"
이재명,소식통에 의하면 사전투표는 위험하다 합니다 내란당에서 다 손을 써놨다는 첩보가 돌아요 무조건 6 3 본투표 합시다,"['소식통', '사전', '투표', '위험', '내란', '당', '손', '첩보', '본', '투표']"
이재명,아 욕 마렵네 야당 대표한테 따지는게 이상하지 않나 머리는 장식인가,"['욕', '야당', '대표', '것', '이상', '머리', '장식']"
이재명,아니 불을 야당대표가 냈나 재판받고 바로 갔는데 참 양심도,"['불', '야당', '대표', '재판', '양심']"
이재명,내리 2번만 찍는 이유가 여깄지롱 뽑을땐 2번 뽑고 화는 안뽑은 1번한테 내는 저 배짱 한번 보이소,"['번', '이유', '여깄지', '때', '번', '화', '번', '배짱', '번']"
이재명,대통령 으로 이미 인정 하고 있는 듯,"['대통령', '인정', '듯']"
이재명,고향사람 대하는게 너무하네 야당 대표가 뭘 어떡하라고 대통령으로 착각하신듯,"['고향', '사람', '것', '야당', '대표', '대통령', '착각', '듯']"
이재명,나라를 팔아먹어도 2찍이람서 웃기시네,"['나라', '찍이람서']"
이재명,불 낸게 누군데 누한테 화풀인교,"['불', '것', '누', '화풀이']"
이재명,놀고 먹은 한씨한테 수고했다네,"['한', '씨', '수고']"
이재명,삿대질은 왜 화는 윤석열한테 내야지,"['삿대', '화', '윤석열']"
이재명,소방관이에요 대통령이에요 국무총리에요 위로차 방문한사람잡고 늘어지는게 보기좋지는않네요 무슨권한이 있는 사람이 아니지않나요,"['소방관', '대통령', '국무총리', '위로', '차', '방문', '사람', '것', '좋', '권한', '있', '사람']"
이재명,야당 대표한테 왜 화풀이 참나 아주 만만에 콩떡으로 보네 기가찬다,"['야당', '대표', '화풀이', '만', '만', '콩', '떡', '기']"
이재명,아지매 웃긴다,['아지매']
이재명,준비한 티가 너무 나시는데 부끄러움은 자식들 몫인가요,"['준비', '티', '부끄러움', '자식', '몫']"
이재명,역시 나랄 팔아도 박수칠,"['나라', '박수']"
이재명,놀구들있네,[]
이재명,모른다하면 정말 심각한 상태인데요 당대표를 그만두고 병원을 알아봐야 하는건 아닌지 요양병원 이런데 사람이 너무 무섭네요 정말 소름 다들 조심해야겠어요,"['심각하', '상태', '당', '대표', '병원', '거', '요양', '병원', '데', '사람', '소름', '조심']"
이재명,도대체 이혼돈을 어찌받아들여야할지모르겠다,['혼돈']
이재명,조작이라자나 누가 조작한지 좀 찾아주라고,"['조작', '조작', '지']"
이재명,이런 명백한 증거를 개무시 할 수 있다니 역시 우덜법 판새일세,"['증거', '무시', '수', '있', '법', '새']"
이재명,다 조작이니 조심하래요 확대 사진 안되요,"['조작', '조심', '확대', '사진']"
이재명,빼박인데 판사 제정신맞나,"['빼박', '판사', '제정신']"
이재명,사진이 조작이네 어이 상실,"['사진', '조작', '상실']"
이재명,우덜법 무시 막무가네 재판 기준이 없구나,"['법', '무시', '무', '재판', '기준', '없']"
이재명,이쯤되니까 이재명이 무서워요,['이재명']
이재명,조두순 사건때 부터 이 나라의 판사들이 썩었다고 생각이 들었는데 이렇게나 썩을 줄이야,"['조두순', '사건', '때', '나라', '판사', '생각', '줄']"
이재명,증거와 증인이 있어도 무죄라니,"['증거', '증인', '무죄']"
이재명,김문기 처장님 얼마나 원통하실까,"['김문기', '처장', '원통']"
이재명,모릅니다,[]
이재명,Ai시급하네,['시급하']
이재명,허은아 전대표도 이참에 초심을 돌아보고 진심으로 이루고 싶은 뜻을 이루었음 좋겠습니다 준스톤에게 찌들었던 지난날 다 씻어내고 새출발하게 된걸 환영합니다,"['허은아', '대표', '이참', '초심', '진심', '뜻', '좋', '스톤', '지난날', '출발', '거', '환영']"
이재명,준스톤 어때 허은아 의원님 잘 오셨어요,"['준', '스톤', '허은아', '의원']"
이재명,자 드가즈아,['드가즈아']
이재명,이러다 반 이재명 빅텐트가 아니고 이재명 빅텐트를 떠나서 노아의 방주 정도 되겠네요,"['반', '이재명', '빅텐트', '이재명', '빅텐트', '노아', '방주', '정도']"
이재명,하루하루 쑥쑥 성장하는 황희두님 항상 응원합니다,"['성장', '황희두', '응원']"
이재명,드디어 넘어왔군 허은아 의원 국짐에는 썩 어울리지 않았던 인물 환영합니다,"['허은아', '의원', '국', '짐', '인물', '환영']"
이재명,허은아 이미지 좋은데 잘 오셨네요,"['허은아', '이미지', '좋']"
이재명,속 꽤나 쓰릴듯,"['속', '쓰리', '듯']"
이재명,환영합니다,['환영']
이재명,백에 하나도 티나는 마당에 열에 하나가 왔으니 콩가루집안이라고 광고하는거죠,"['티나', '마당', '콩가루', '집안', '광고', '거']"
이재명,오창석이 그랬지 차기 정부에 허은아 자리하나 없겠습니까,"['오창석', '차기', '정부', '허은아', '자리', '없']"
이재명,보이는 면면이 나쁘진 않아보이는데 선거 끝나고 잡음 날까봐 조금 걱정됨,"['면면', '나쁘', '선거', '잡음', '걱정']"
이재명,이잼을 믿는다 당원들이 감시한다,"['당원', '감시']"
이재명,이재명 자기 정책에 어떻게 할지 설명을 못함,"['이재명', '자기', '정책', '설명']"
이재명,이준석 주도권 토론 매드무비 찍는 거 잘 봤습니다,"['이준석', '주도', '토론', '매드무비', '거']"
이재명,진짜 이준석을 똑똑하다고 생각하는구나,"['이준석', '생각']"
이재명,다른후보는 몰라도 김문수는 진짜 안되겠다 하는 말이 딱 나 예전에 면접볼때 겉으로만 공부해서 구체적이고 현실적인 답변은 못하겠고 그럴듯한 말로 둘러대는거랑 똑같네 왜 내가 면접에서 떨어졌었는지 알겠네,"['후보', '김문수', '말', '예전', '면접', '때', '겉', '공부', '구체', '현실', '답변', '듯', '말', '거', '똑같', '면접']"
이재명,토론도 못하는 것들두고 고생 많은 진짜 대통령 이재명,"['토론', '것', '고생', '많', '진짜', '대통령', '이재명']"
이재명,이준석형님은 이번엔 안되도 미래 대통령될듯,"['이준석', '형', '이번', '미래', '대통령', '듯']"
이재명,주4 5일 시행해도 월급 안줄어들게 시행 해준단다 이재명 뽑자,"['주', '일', '시행', '월급', '시행', '이재명']"
이재명,어쩌라구요라니,[]
이재명,티비토론 본 사람들만 투표했으면 좋겠다 이재명 수준,"['티비', '토론', '사람', '투표', '좋', '이재명', '수준']"
이재명,AI 산업에 100조 투자하겠다는 이재명 이준석이가 어떤 계획이 있는지 물어보니 그때가서 살펴보면 된다니까 네 세부적으로 아무런 계획도 없는데 100조원 넣겠다는 소리 잘들었습니다 이재명은 그냥 마치 사이비 교주 처럼 과대형 나르시시스트에 불과함 추가로 오늘 이재명 명언 터졌죠 그래서 뭐 어쩌라고 나르시시스트가 가장 많이 하는 말들 모음 싫은데 내가 왜 뭐 어쩌라고 내가 왜 그걸 해줘야 되는데,"['산업', '투자', '이재명', '이준석', '계획', '그때', '세부', '계획', '없', '데', '원', '소리', '이재명', '사이비', '교주', '대형', '나르시시스트', '추가', '이재명', '명언', '나르시시스트', '말', '싫']"
이재명,노동당은 진짜 왜나온거지 저사람 1년만 대통령 해도 나라 망하겠네 불평등을 모두 거지되서 평등화,"['노동당', '거', '사람', '년', '대통령', '나라', '평등', '거지되서', '평등']"
이재명,애쓰지들 마세요 어차피,[]
이재명,문재인 때도 똑같았음 토론나와서 아무말도 못하고 주적을 북한이라고 말하지도 못하는사람이 대통령돼서 경제파탄나고 사법질서는 어지러워지고 마약공화국됐음 대선토론을 보고도 이재명을 지지하는건 단순히 지능이 낮다고밖에 설명이 안될것같음 김문수나 이준석이 잘했다는게 아니라 수준미달인 범법자가 저러고 있다는게 대한민국의 현실이라는게 안타깝다,"['문재인', '때', '똑같', '토론', '말', '주적', '북한', '말', '사람', '대통령', '경제', '파탄', '사법', '질서', '마약', '공화국', '대선', '토론', '이재명', '지지', '거', '지능', '낮', '설명', '것', '같', '김문수', '이준석', '것', '수준', '미달', '범법자', '것', '대한민국', '현실', '것']"
이재명,토론 주제 어거지로 또 이재명 흔들기,"['토론', '주제', '어거지', '이재명']"
이재명,이준석 스마트보수 김문수 애국보수 권영국 극진보 이재명 일당독재 재명시즘 파시즘 종북좌파,"['이준석', '스마트', '보수', '김문수', '애국', '보수', '권', '영국', '극', '진보', '이재명', '일당', '독재', '재명시즘', '파시즘', '종북', '좌파']"
이재명,이준석 최고다,"['이준석', '최고']"
이재명,이딴게 토론,"['것', '토론']"
이재명,이준석 푸하 뭐니 그게 토론이냐 실력하고는 쯧,"['이준석', '푸하', '토론', '실력']"
이재명,어대명 확정,"['명', '확정']"
이재명,이준석 비호감1등 아닌가요 비호감 이제 특등할거같네요 극단적으로 말하는걸 들어보니 비호감특등입니다,"['이준석', '호감', '등', '호감', '특', '등', '거', '같', '극단', '말', '거', '호감', '특', '등']"
이재명,이준석 꼬라지 보면 지는 공약 할거 없으니 공약얘기 안하면서 남만 까대는게 진짜 이런애가 정치하면 안되겠구나의 표본을 보여줌,"['이준석', '꼬라지', '공약', '거', '없', '공약', '얘기', '남', '것', '애', '정치', '표본']"
이재명,룸빵판사 룸빵 검사 룸빵 기자들 나라를 주물럭 거렸구나 그래서 콜거니가 정권을 주물렀네,"['룸', '빵', '판사', '룸', '빵', '검사', '룸', '빵', '기자', '나라', '콜거니', '정권']"
이재명,이준석 인간 펨코 입증 펨코 베댓 읽는게 대통령 후보 역시 비호감 1위,"['이준석', '인간', '펨코', '입증', '펨코', '베댓', '것', '대통령', '후보', '호감', '위']"
이재명,너도 민주당 가니,['민주당']
이재명,비꼬아 놀릴려고 만든거 같은데,"['거', '같']"
이재명,다음은 유성호텔 스위트룸 사진 만들어달라고 해서 비교해보지,"['다음', '유성', '호텔', '스위트룸', '사진', '비교']"
이재명,응 저리꺼져,[]
이재명,욕 할 힘도 없다 중이 떠나야지,"['욕', '힘', '없', '중']"
이재명,씨끄러 인마,['씨끄러']
이재명,잘맥이네,[]
이재명,중도라는걸 모르는 세대들은 역시 이렇게밖에 못보는구나,"['중도', '거', '세대']"
이재명,이제 저런거라도 안하면 주목 못 받으니까,"['거', '주목']"
이재명,정책에 대한 비전은 없고 조롱만 난무하는구나 그러니 저 모양이지,"['정책', '비전', '없', '조롱', '난무', '모양']"
이재명,대선 나오면 허경영보다도 득표 낮을 듯,"['대선', '허경영', '득표', '낮', '듯']"
이재명,너도 진짜 심심한가보다,['심심하']
이재명,딸랑거리는 방법도 가지가지다 비꼴려고 굳이 시간과 노력을 들일리가 있나 중의적 의미의 해석 가능하지만 지폐에 인물 박아넣어 공개는 딸랑이가 맞다고본다,"['방법', '가지가지', '시간', '노력', '리', '중의', '의미', '해석', '가능', '지폐', '인물', '공개', '딸랑이']"
이재명,딸랑이는 거네 참 별짓다 하는구나 국회의원 정년 만들고 필요 없는것들 싹 정리 되야 함,"['딸랑이', '별짓', '국회의원', '정년', '필요', '없', '것', '정리']"
이재명,이재명 공약에 미래에 대한 내용은 1도없네 두루뭉실하게 행복한 대한민국 만들기 현재만 행복하면 그만이지 기업 죽이고 소상공인 살리면 나라가 발전하나 천연 에너지와 내수로만 돌아가는 유토피아,"['이재명', '공약', '미래', '내용', '도', '없', '두루뭉', '행복', '대한민국', '행복', '기업', '상공인', '나라', '발전', '천연', '에너지', '내수', '유토피아']"
이재명,공약을 쓰셔야죠 슬로건이 아니라,"['공약', '슬로건']"
이재명,이재명이 대통령인 나라에서 살고싶다,"['이재명', '대통령', '나라']"
이재명,공약이 중요한게 아니라 이행률이 중요한거임 세 후보 지금 말보다 그동안 해온 행보를 보고 과거 이력들을 찾아보는게 더 중요함,"['공약', '중요', '것', '이행', '중요', '거', '후보', '말', '그동안', '행보', '과거', '이력', '것', '중요']"
이재명,이재명 보면 노란봉투법 밖에 생각 안 남,"['이재명', '봉투', '법', '생각']"
이재명,자유민주주의 대한민국 청년 여러분 부디 공부를 하시고 소중한 투표를 하세요 더이상 좌파들의 포퓰리즘과 선동질에 속지 마세요 제발 더이상 속지 마세요 제발 JTBC MBC와 같은 좌편향된 엉터리 레거시 미디어를 그만 보십시오 국민의힘 잘한 거 없습니다 하지만 모두가 평등한 기회를 가질 수 있고 자유로운 삶을 영위할 수 있도록 우리 자유민주주의 대한민국을 지킵시다 지금의 우리를 위해 그리고 우리 후손들을 위해 제발 더이상 속지마세요 제2의 홍콩 베네수엘라는 절대 안됩니다 부디 팩트를 보세요 이재명 그리고 민주당은 절대 안됩니다 진실을 알면 보수가 됩니다,"['자유', '민주주의', '대한민국', '청년', '공부', '투표', '이상', '좌파', '포퓰리즘', '선동', '같', '좌편향', '엉터리', '레거시', '미디어', '국민', '힘', '거', '없', '모두', '평등', '기회', '수', '있', '자유', '삶', '영위', '수', '있', '자유민주주의', '대한민국', '지금', '후손', '홍콩', '베네수엘라', '팩트', '이재명', '민주당', '진실', '보수']"
