keyword,comment,nouns_adjs
김문수,하루종일,"['하루', '종일']"
김문수,권 선동이는,"['권', '선동']"
김문수,갑자기 진짜 뭐하는 집단일까,['집단']
김문수,생쇼 쇼쇼쇼 당도아님,"['생', '쇼', '쇼쇼쇼', '당']"
김문수,대박,[]
김문수,대선만 10년 준비한 홍준표 거르고 김문수라니 사람 일 참 모른다,"['대선', '년', '준비', '홍준표', '김문수', '사람', '일']"
김문수,어 나 도지산데 거 이름이 뭐요,"['도지사', '이름']"
김문수,도지사김문숩니다,"['도지사', '김문수']"
김문수,김문수 이재명 축하한다,"['김문수', '이재명', '축하']"
김문수,역시 내란의 힘다운 선택이닼,"['내란', '힘', '선택']"
김문수,도지사였을때도 그난리를 피웠는데 대통령되면 얼마나 어마어마할지 감도안온다,"['도지사', '때', '난리', '대통령', '어마어마하', '감']"
김문수,전과자라고 그난리를 치더니 세워놓은것이 전과 6범,"['전과자', '난리', '것', '전과', '범']"
김문수,이재명 개인적으로 참 안 좋아하지만 내란 옹호 후보에 비하면 이재명은 그냥 잡범이지 안철수 한동훈은 최소한 내란에 반대라도 했지 쟤는 뭐냐 국힘은 끝났다 그냥,"['이재명', '개인', '내란', '옹호', '후보', '이재명', '잡범', '안철수', '한동훈', '내란', '반대', '국', '힘']"
김문수,여보세요 거기 누구없소 나 도지삽니다나문순대영 아니 내란당대선후보김문순대영,"['없', '도지사', '순대', '당', '대선', '후보', '김문수']"
김문수,도지사라는분,"['도지사', '분']"
김문수,그놈의 이재명 자꾸 죽이려고 하니 이제는 좀 궁금해짐 이렇게까지 해서 이재명 묻는 이유가 뭔지 뭘 다 알고 있어서 구론건지 이재명이 대통령되면 본인들이 잣된다는 걸 알고 있눈건지 개궁금하긴함 난 이재명 편아닌데 요줌 물가 오르고 돈벌기 힘들어져서 걍 누가 되든 일잘하는 사람이 좋음,"['이재명', '이제', '궁금하', '이재명', '이유', '구로', '거', '이재명', '대통령', '본인', '잣', '거', '거', '개', '이재명', '편', '줌', '물가', '돈', '힘들', '누', '일', '사람', '좋']"
김문수,진짜 노후대한민국 청년 정치인 중에는 인물이 그리도 없나 좌우를 떠나 다 노인만 있네,"['노후', '대한민국', '청년', '정치인', '중', '인물', '없', '좌우', '노인', '있']"
김문수,내란정당이 뻔뻔하기도하지,"['내란', '정당']"
김문수,뚜루루루루루루루 네 긴급전화 일일굽니다 내가 대통령 후본데 거 이름이 뭐요,"['뚜루루루루루루루', '긴급', '전화', '일', '대통령', '후보', '이름']"
김문수,내란당 수준,"['내란', '수준']"
김문수,ai하겠다는 재명이형 전기 많이 필요한데 탈원전에 석탄폐쇄 그럼 ai 어케 만들어요 기축통화국에 엔비디아까지,"['재명이', '전기', '필요', '데', '원전', '석탄', '폐쇄', '어', '기축', '통화', '국', '엔비디아']"
김문수,상속 증여세 90 상향은,"['상속', '증여세', '상향']"
김문수,리짜이밍 또 너네돈으로 다해줄게요공약들고 나오겠네,"['리짜이밍', '돈', '공약']"
김문수,당선을 위한 그럴듯한 공약 미래는 상관없고 현재에만 포커싱하네 생애주기포괄제 지원 돈줄생각말고 나라가 돈벌생각을 해주세요 지금은 힘들지만 빛잔치 감당할 자신이 없습니다,"['당선', '듯', '공약', '미래', '상관없', '현재', '포커싱하네', '생애', '주기', '포괄', '지원', '돈', '생각', '나라', '돈', '생각', '지금', '힘들', '빛', '잔치', '감당', '자신', '없']"
김문수,우리나라가 핵기술 원자력기술을 가지고 있으면 그 나라가 불편하니 어떻게든 나라에 맞지도 않은 재생에너지 태양광 탈원전으로 원자력 기술 말살 시켜서 나라 갖다 바치겠다는 훠훠와 찢는 아저씨 정말 대단해요,"['우리나라', '핵', '기술', '원자력', '기술', '나라', '불편', '나라', '재생', '에너지', '태양광', '원전', '원자력', '기술', '말살', '나라', '훠훠와', '아저씨', '대단하']"
김문수,토론보고 문수형으로 결정 말이 필요 없었음,"['토론', '보고', '문수', '결정', '말', '필요', '없']"
김문수,잉글랜드 할배 진심입니까,"['잉글랜드', '할배', '진심']"
김문수,이제는 나라를 찢을 기세 어떻게 하실건데요 물으니 할말없으니 극단적이래 정말 그분 지지하는 사람들 뇌구조가 궁금하다,"['이제', '나라', '기세', '거', '말', '없', '극단', '지지', '사람', '뇌', '구조', '궁금하']"
김문수,상속 증여세 90 인상 씹,"['상속', '증여세', '인', '씹']"
김문수,개그콘서트,['개그콘서트']
김문수,문수형,"['문수', '형']"
김문수,대 재 명,['명']
김문수,AI 산업에 100조 투자하겠다는 이재명 이준석이가 어떤 계획이 있는지 물어보니 그때가서 살펴보면 된다니까 네 세부적으로 아무런 계획도 없는데 100조원 넣겠다는 소리 잘들었습니다 아직도 모르겠음 이재명은 그냥 사이비 교주처럼 과대형 나르시시스트에 불과함 실제로 사이비 종교 교주들의 대다수가 나르시시스트임,"['산업', '투자', '이재명', '이준석', '계획', '그때', '세부', '계획', '없', '데', '원', '소리', '이재명', '사이비', '교주', '대형', '나르시시스트', '사이비', '종교', '교주', '대다수', '나르시시스트']"
김문수,ttpdnsqkrr 상속세 90 인상 저거는 아무리 안될거 알아도 발상을 어떻게 하면 나오는 공약이냐,"['상속세', '인', '거', '발상', '공약']"
김문수,어 저는 도지사 김문숨니다 내가 도오지사라고 하는데 왜 말을안해 그톤이네,"['도지사', '김문수', '도오지사', '말', '톤']"
김문수,말귀 못 알아듣는게 하루 이틀인가,"['말귀', '것', '하루', '이틀']"
김문수,근데 한동훈은 김문수 상황을 아나봐 워낙도 발음이 정확한데 못알아듣는다 싶으니까 바로 정확하고 천천히 다시 말해주네 진짜 대단하네 나라면 두번 말하는 순간 빡쳤을텐데 좌도 우도 아님,"['한동훈', '김문수', '상황', '발음', '정확', '정확', '말', '대단하', '번', '말', '순간', '터', '좌도', '우']"
김문수,사람은 선하고 좋으나 귀그녕이 막히셨어요,"['사람', '선', '좋', '귀그녕이']"
김문수,보청기를,['보청기']
김문수,푸하하,[]
김문수,최소 세대는 맞아야 정신 돌아올듯,"['최소', '세대', '정신', '듯']"
김문수,한뚜껑 부처네,"['뚜껑', '부처']"
김문수,나 도지산데,['도지사']
김문수,입열면헛소리,"['입', '소리']"
김문수,못알아듣을척하고잇네,['척']
김문수,참 불쌍하게도 생겼다,[]
김문수,마지막짤 좋네요,"['마지막', '짤', '좋']"
김문수,선거운동 대신해주네,"['선거', '운동', '대신']"
김문수,여보세요 나 도지사 김문순대,"['도지사', '김문수']"
김문수,미치겠다,[]
김문수,몬살아,[]
김문수,하필 자리를,['자리']
김문수,이런 정당이 대한민국을 대표 한다고 나온거야,"['정당', '대한민국', '대표', '거']"
김문수,이번에는 꼭 이깁니다 윤석열이 한테 0 73으로 내줘서 나라 망쳤다,"['이번', '윤석열', '나라']"
김문수,대선떨어지면 김문순대 팔아주면 좋겠다 전 간 많이요,"['대선', '김문수', '좋', '전', '간']"
김문수,문수 김문수 네게티브 수준 이하,"['문수', '김문수', '네게티브', '수준', '이하']"
김문수,김문수는 광교 판교 평택 발전시키면서 논란하나없엇지만 이재명은 대장동하나에 몇명이죽고 몇년째 재판중인지 이것만 봐도 누가 청렴하고 누가 나라경제 발전시킬지 볼수잇다,"['김문수', '광교', '판교', '평택', '발전', '논란', '없', '이재명', '대장동', '명', '년', '재판', '중', '청렴', '나라', '경제', '발전', '수']"
김문수,김문수 파이팅,['김문수']
김문수,김문수 화이팅 재명이는 절대 안된다,"['김문수', '화이팅', '재명이']"
김문수,2 김문수,['김문수']
김문수,김문수도 싫고 이재명은 더 싫은데,"['김문수', '싫', '이재명', '싫']"
김문수,아직도 문재인 때 처럼 그냥 느낌으로 뽑는 사람 없기를 진짜 이재명은 나라 홍콩되는 길이다 성소수자 30프로 채용한다고 하는거 보고 개어이없었다 이제 게이가 되면 취업할수 있는 한국,"['문재인', '때', '느낌', '사람', '없', '이재명', '나라', '홍콩', '길', '성소수자', '프로', '채용', '거', '개', '어이없', '게이', '취업', '수', '있', '한국']"
김문수,김문수님 공약이 좋네요,"['김문수', '공약', '좋']"
김문수,국민연금 바꾸겠다는 공약 하나로도 표 주고싶네,"['국민연금', '공약', '표']"
김문수,이재명 2번째 공약 봐라 이미 자유 뺏다 자유를 뺀 민주주의 이래도 이재명 뽑을꺼가 2번 김문수 뽑자,"['이재명', '번', '공약', '자유', '자유', '민주주의', '이래', '이재명', '꺼', '번', '김문수']"
김문수,1 삼성전자 평택 고덕산업단지 유치 김 지사는 2012년 삼성전자를 평택 고덕산업단지에 유치하여 약 100조 원 규모의 투자를 이끌어냈습니다 이로 인해 약 3만 개의 고급 일자리가 창출될 것으로 기대되었습니다 이는 건국 이후 최대 규모의 투자로 평가받았습니다 2 판교테크노밸리 및 광교신도시 개발 판교테크노밸리는 첨단 IT 기업과 연구소를 유치하여 경기도의 신성장동력으로 자리매김하였으며 광교신도시는 행정타운과 주거 상업시설이 조화를 이루는 자족형 신도시로 개발되었습니다 3 수도권광역급행철도 GTX 추진 김 지사는 수도권 교통난 해소를 위해 GTX A B C 노선 총 174km 을 추진하였습니다 이를 통해 경기도 내 어디든 30분 안에 이동 가능한 교통 인프라를 구축하고자 하였습니다 4 수도권 대중교통 환승 할인제 도입 버스와 지하철 간 환승 할인제를 도입하여 도민들의 교통비 부담을 줄였습니다,"['삼성전자', '평택', '고덕', '산업', '단지', '유치', '김', '지사', '년', '삼성전자', '평택', '고덕', '산업', '단지', '유치', '원', '규모', '투자', '인', '개', '고급', '일자리', '창출', '것', '기대', '이', '건국', '이후', '최대', '규모', '투자', '평가', '판교테크노밸리', '광교신도시', '개발', '판교테크노밸리', '첨단', '기업', '연구소', '유치', '경기도', '성장', '동력', '자리매김', '광교신도시', '행정', '타운', '주거', '상업', '시설', '조화', '자족', '도시', '개발', '수도권', '광역', '급행', '철도', '추진', '김', '지사', '수도권', '교통난', '해소', '노선', '추진', '경기도', '내', '분', '안', '이동', '가능', '교통', '인프라', '구축', '4', '수도', '대중교통', '환승', '할인', '도입', '버스', '지하철', '간', '환승', '할인', '도입', '도민', '교통비', '부담']"
김문수,공산주의강국아니고,"['공산주의', '강국']"
김문수,공약만하고 안지키면,['공약']
김문수,아무도 사형부활없노,"['사형', '부활', '없']"
김문수,원자력 꼭 필요하다,"['원자력', '필요']"
김문수,jjungho_mommy 김문수 공약이 제일,"['김문수', '공약']"
김문수,이걸보고 공감하는게 빡통이지,"['공감', '것', '빡통']"
김문수,김문스라고 하지뭐,['김문스']
김문수,네이버도 일정 기간동안 대선후보 이름 자동완성 안해주듯 비슷한거 아닌가 한덕수는 대선후보가 아니고 김문수는 대선후보니까,"['네이버', '일정', '기간', '동안', '대선', '후보', '이름', '자동', '완성', '거', '한덕수', '대선', '후보', '김문수', '대선', '후보']"
김문수,선거관리법 위반 신고드립니다 중간 사진 욕설글씨써있는 내용 신고드릴게요 이제 선거기간이라 위법,"['선거', '관리법', '위반', '신고', '중간', '사진', '욕설', '글씨', '내용', '신고', '선거', '기간', '위법']"
김문수,나 이름 이재명인데 어떡하지,"['이름', '이재명']"
김문수,재매이햄,['재매이햄']
김문수,독립운동가 이재명의사,"['독립운동가', '이재명', '의사']"
김문수,재매이햄은 써도 되나요,['재매이햄은']
김문수,이지에미영이,"['이지', '미영']"
김문수,이재며이,[]
김문수,그럼 찢죄명이라 구속 으로 닉네임 해도 되나,"['찢죄명', '구속', '닉네임']"
김문수,이준석은 진짜로 은근 있다,"['이준석', '은근', '있']"
김문수,아니 저런걸 할생각하는게 정신나간거아니냐,"['거', '생각', '것', '정신', '거']"
김문수,공산주의 죄명이는 되나요,"['공산주의', '죄명']"
김문수,자박꼼은 되던데,[]
김문수,짖지 않겠습니다 찢겠습니다,[]
김문수,찢재매이 드럼통재명이 재매이와형수,"['찢재매', '드럼통', '재명이', '재매이', '형수']"
김문수,본인 선택으로 전과4범인 사람을 왜 찬양함 성남시장때 보도블럭 부분교체하나로 일잘하는걸로 올려치기된게 대선후보까지 됨,"['본인', '선택', '전과', '범', '사람', '찬양', '성남시장', '때', '보도', '블럭', '부분', '교체', '일', '거', '치기', '것', '대선', '후보']"
김문수,좌우를 떠나 너무 감정적으로 간 사람들이 많음,"['좌우', '감정', '사람', '많']"
김문수,이건 감정적인 문제로 들어간 거라 잘못한 거지 근데 이재명 욕한다고 바로 2찍이라고 생각하는 거 부터가 좌파는 좌파다 싶다 정말,"['감정', '문제', '거', '거', '이재명', '2찍이', '생각', '거', '좌파', '좌파']"
김문수,이재명 나가라,['이재명']
김문수,마지막사진 댓글에 나라말아먹은 윤건희는 그렇게 싫으면서 문재인은 좋아하겠지,"['마지막', '사진', '댓글', '나라', '윤건', '희', '싫', '문재인']"
김문수,조사할거믄 대선이후로 민주당 국힘 다같이 받자 누구죄가 더클지 공정하게 받아라,"['조사', '거', '대선', '이후', '민주당', '국', '힘', '죄', '크', '공정']"
김문수,중국돈 받는 민주당,"['중국', '돈', '민주당']"
김문수,재명이 너나잘해,['재명이']
김문수,야당찍냐 찌라시 지리네,"['야당', '찌라시', '지리']"
김문수,참 민주당 대단해 이런 걸 또 하네,"['민주당', '대단하', '거']"
김문수,아님말고 또 하겠네,[]
김문수,조사받고 방안가나몰라,"['조사', '방안']"
김문수,가랑잎이 솔잎더라 바스락댄다더니 징글징글한 민주당,"['가랑잎', '솔잎', '민주당']"
김문수,을 한다 민주당이나 국힘이나 가짜뉴스만들어서 선동하면 어쩌자는거지 차라리 민주당 국힘 손잡고 해체해,"['민주당', '국', '힘', '가짜', '뉴스', '선동', '거', '민주당', '국', '힘', '해체']"
김문수,증거부터 내놓고 제발 말해줘,"['증거', '말']"
김문수,그저 청렴한 이미지 지우려는 마녀사냥 혐의없음 이미 예정된 바,"['청렴', '이미지', '마녀사냥', '혐의', '없', '예정', '바']"
김문수,민주당 좆까,"['민주당', '좆까']"
김문수,순대순대 김문순대,"['순대', '순대', '김문수']"
김문수,민주당이 이번 토론후 위기감 느꼈나봐 또 시작이다 아직도 이런것에 속을사람들 있을까요,"['민주당', '이번', '토론', '후', '위기감', '시작', '것', '사람', '있']"
김문수,이재명 정책 보면 결국 표뮬리즘이네 세금 거둬서 인심 쓰겠다는 거네 이 세금이 과연 진짜 부자 기업들한테서 제대로 걷을 수 있을까 이재명 본인도 부자인데 결국 죽어나가는 건 중상층이다,"['이재명', '정책', '표뮬리즘', '세금', '인심', '거', '세금', '부자', '기업', '수', '있', '이재명', '본인', '부자', '거', '중상']"
김문수,이재명의 전국민 25만원에 대한 위험 1 국가 재정 건전성 붕괴 위험 막대한 예산 수십조 원 을 마련하려면 결국 국채 발행 또는 세금 인상이 필요함 국채를 과도하게 발행하면 국가 부채가 GDP 대비 기준치를 넘어서고 국제 신용평가 기관이 국가신용등급을 하향 조정할 수 있음 외국인 자본 이탈 발생 2 인플레이션 폭발 가능성 시장에 갑자기 수십조 원의 현금이 풀리면 소비는 늘지만 공급은 그대로 즉 수요 과잉 물가 상승 한국은행이 기준금리 인상으로 대응하면 가계 대출 이자 부담 증가 소비 위축 자영업 붕괴로 이어짐 3 부자 증세 통한 징벌적 세금 투자 위축 이재명 대표는 보통 부자와 대기업에게 더 걷자는 식의 증세 방향을 주장합니다 하지만 현실에서는 다음과 같은 경제적 악영향이 큽니다 부자 및 대기업 자본의 해외 이탈 한국에서 투자할 이유가 줄어듦 기업의 고용 여력 축소 세금 늘면 인건비나 신규 채용 줄임 부의 이전 억제 상속 증여세가 너무 높아지면 가족 간 자산 이전을 포기하거나 해외로 이전 부자에게 벌 주는 경제 분위기 시장 불안정성 증가 요약 거시경제 파괴 경로 국민 현금 지급 국채 발행 재정 악화 금리 인상 가계파산 기업투자 위축 성장률 하락 고용 불안정 장기 불황 진입 위험 군복무 10개월로 단축 단점 1 안보 공백 우려 북한과 휴전 중인 현실에서 병력의 숙련도와 복무 기간이 줄어들면 전력 공백이 발생할 수 있습니다 2 전문성 강화가 쉽지 않음 단기간 10개월 안에 병사들이 복잡한 무기체계를 익히고 실전 능력을 키우는 것이 현실적으로 어렵다는 지적이 많습니다 모병제를 실현하려면 높은 급여와 처우가 필수인데 이럴 경우 국방비 폭증으로 이어질 수 있습니다 지원병을 충분히 확보하지 못하면 오히려 전력 약화로 이어질 수 있습니다,"['이재명', '국민', '원', '위험', '국가', '재정', '건전', '붕괴', '위험', '예산', '원', '마련', '결국', '국채', '발행', '세금', '인상', '필요', '국채', '과도', '발행', '국가', '부채', '대비', '기준', '국제', '신용', '평가', '기관', '국가', '신용', '등급', '하향', '조정', '수', '있', '외국인', '자본', '이탈', '발생', '인플레이션', '폭발', '가능', '시장', '원', '현금', '소비', '공급', '수요', '과잉', '물가', '상승', '한국은행', '기준', '금리', '인상', '대응', '가계', '대출', '이자', '부담', '증가', '소비', '위축', '자영업', '붕괴', '부자', '증세', '징벌', '세금', '투자', '위축', '이재명', '대표', '부자', '기업', '식', '증세', '방향', '주장', '현실', '다음', '같', '경제', '악영향', '크', '부자', '기업', '자본', '해외', '이탈', '한국', '투자', '이유', '기업', '고용', '여력', '축소', '세금', '인건비', '신규', '채용', '부', '이전', '억제', '상속', '증여세', '높', '가족', '간', '자산', '이전', '포기', '해외', '이전', '부자', '벌', '경제', '분위기', '시장', '안정', '증가', '요약', '거시', '경제', '파괴', '경로', '국민', '현금', '지급', '국채', '발행', '재정', '악화', '금리', '인상', '가계', '파산', '기업', '투자', '위축', '성장', '하락', '고용', '안정', '장기', '불황', '진입', '위험', '군', '복무', '개월', '단축', '단점', '안보', '공백', '우려', '북한', '휴전', '중', '현실', '병력', '숙련도', '복무', '기간', '전력', '공백', '발생', '수', '있', '2', '전문', '강화', '단기간', '개월', '안', '병사', '무기', '체계', '실전', '능력', '것', '현실', '지적', '많', '모병제', '실현', '높', '급여', '처우', '필수', '경우', '국방비', '폭증', '수', '있', '지원병', '확보', '전력', '약화', '수', '있']"
김문수,리재명이 경제강국 안보강국 푸훕,"['리재명', '경제', '강국', '안보', '강국', '푸훕']"
김문수,이재명 정책대로라면 젊은이들은 나라에서 주는 배급만 바라보고 살아도 되는 거네 자기계발 안해도 나라에서 돈주니 주는 돈으로 먹고 놀면 되고 젊은이들이 일을 할 기회를 줘야 나라가 살지 나라에서 주는 돈만 바라고 살라고 하면 이 나라가 어찌 성장하겠어,"['이재명', '정책', '젊은이', '나라', '배급', '거', '자기', '계발', '나라', '돈', '돈', '젊은이', '일', '기회', '나라', '나라', '돈', '나라', '성장']"
김문수,이준석 8번 공약은 하는 사람이 있겠냐 쟤 미필이냐,"['이준석', '번', '공약', '사람', '있', '미필']"
김문수,아이러니하게도 이재명 공약이 가장 와닿네 문수형이 대통령 되서 이재명 공약 야금야금 참고하심 좋을듯,"['아이러니', '이재명', '공약', '문수', '형', '대통령', '이재명', '공약', '참고', '좋', '듯']"
김문수,민주당 잘하고 계심 화이팅,['민주당']
김문수,일잘한다 민주당,"['일', '민주당']"
김문수,민주당화이팅,"['민주당', '화이팅']"
김문수,민주당 화이팅,['민주당']
김문수,민주당 조국혁신당 파이팅,"['민주당', '조국', '혁신', '당']"
김문수,강력대응 해야합니다,['대응']
김문수,반이 어떤건지 모르나봄 참나,"['반', '거']"
김문수,적군이 이렇게 많다,"['적군', '많']"
김문수,선거법 위반은 용납해서는 안된다,"['선거법', '위반', '용납']"
김문수,민주당 쎄게 나가십시요 응원합니다,"['민주당', '쎄', '응원']"
김문수,엄벌해야합니다,['엄벌']
김문수,가짜보수와 가짜뉴스는 반드시 정리되어야한다,"['가짜', '보수', '가짜', '뉴스', '정리']"
김문수,강력처벌 sns 이재명 지지한다고 하면 중국이라고 말하는 좀비 퇴치도 필요합니다 그리고 사실 아닌것을 영상으로도 많이 올리는중 처벌이 필요합니다,"['처벌', '이재명', '지지', '중국', '말', '좀비', '퇴치', '필요', '것', '영상', '중', '처벌', '필요']"
김문수,차기 정부에서 민주당과 조국혁신당의 혁신을 국민들에게 꼭 보여주세요,"['차기', '정부', '민주당', '조국', '혁신', '당', '혁신', '국민']"
김문수,실제로 원두 원가는 쌉니다,"['원두', '원가', '싸']"
김문수,인건비하고 임대료 하고 시설 유지비는 국가에서 지원해주나,"['인건비', '임대료', '시설', '유지비', '국가', '지원']"
김문수,맞는말 진짜 잘뽑아야 한다,['말']
김문수,맥도날드 콜라 한잔 원가가 몇십원대거든 아마 커피 원두 가격 150원대는 맞는거 같다,"['맥도날드', '콜라', '한잔', '원가', '원', '커피', '원두', '가격', '원', '거', '같']"
김문수,이건 심했다 몰르면 조용히 아무 말을 말아야지,"['심하', '말']"
김문수,앞뒤 다 자르고 말하면 쓰나,"['앞뒤', '말']"
김문수,경기도지사 시절 계곡불법영업 정리하면서 알아봤던 커피원가 얘기하신 거겠지요 그때도 그만큼 차이가 나더라 이게 요점인것 같은데 그리구 김문수는 그렇게 사람들 힘들게 일하는거 잘 아시면서 긴급전화로 나도진산데 하셨습닏까,"['경기도', '지사', '시절', '계곡', '불법', '영업', '정리', '커피', '원가', '얘기', '거', '그때', '차이', '요점', '것', '같', '김문수', '사람', '힘들', '일', '거', '긴급', '전화', '진사', '하셨습닏까']"
김문수,아무리 저렴해도 120원은 아닙니다,"['저렴하', '원']"
김문수,예전 코로나때 그동안 벌어놓은 돈으로 살면 되다고했던 그 어떤분이 생각나네,"['예전', '코로나', '때', '동안', '돈', '분']"
김문수,주딩아리가 새털처럼 가벼워서 그럼 니가 대통말구 커피 하든가,"['주딩아', '리', '새털', '대통', '커피']"
김문수,커피 원두 원가만 따지면 가능 할수도,"['커피', '원두', '원가', '가능', '수']"
김문수,웃긴건 김문수는 큰공약은 반박할자신없음서 저 커피값 120원을 물어뜯네 참 어째 이죄명새키 잡을 인물이 국힘엔 1도없냐,"['거', '김문수', '크', '공약', '반박', '자신', '없', '서', '커피', '값', '원', '이죄명새키', '인물', '국', '힘', '도', '없']"
김문수,아웃 세상물정을 모르는 당,"['아웃', '세상', '물정', '당']"
김문수,저걸 저렇게 해석하고 비꼬고있네 그냥 까고싶다고말하는거지,"['해석', '말', '거']"
김문수,이재명 뽑으면 진짜 버는돈 족족 세금 올려서 내라 할꺼고 일 안하고 노는 사람들한테 고스란히 들어갈듯 공산국가 되는거지,"['이재명', '돈', '세금', '꺼', '일', '사람', '공산', '국가', '거']"
김문수,홍준표가 떨어지고 김문수가,"['홍준표', '김문수']"
김문수,홍준표가 떨어졋어,['홍준표']
김문수,홍준표가 왜떨어져,['홍준표']
김문수,홍준표가 떨어진건 선거조작이다,"['홍준표', '거', '선거', '조작']"
김문수,준표형이 떨어졋다고,"['준표', '형']"
김문수,홍준표 무소속으로라도 나오자 말도 안되는 국힘이다 답답하다,"['홍준표', '소속', '말', '국', '힘', '답답하']"
김문수,국힘 망했네 정권내줄려고 빨리한덕수랑 단일화해라 그게살길이다,"['국', '힘', '정권', '한덕수', '단일', '길']"
김문수,기가 막힌다 홍준표가 떨어진다니 기를쓰고 민주당한테 나라 팔아넘기려고 작정했구나,"['기', '홍준표', '기', '민주당', '나라', '작정']"
김문수,홍준표가 왜죠,['홍준표']
김문수,홍카가 탈락이라고 또 당에서 안뽑혔구만 에휴 국힘은 진짜 인물없다 덕수형이나 뽑아야지,"['홍카', '탈락', '당', '국', '힘', '인물', '없', '덕수', '형']"
김문수,이번에도 조졌네,['이번']
김문수,홍카콜라가 떨어져 조졌네,"['홍카', '콜라']"
김문수,아 킹갓제너럴 준표형이 떨어졌다고 조졌다 진짜,"['킹', '제너럴', '준표', '형']"
김문수,이기는 선택지 둘을 떨어뜨리고 개쳐발리는 애들을 미는 노인들은 어떤 심보일까,"['선택지', '개쳐', '애', '미', '노인', '심보']"
김문수,어우 어떻게 홍준표가 아니고 김문수를,"['홍준표', '김문수']"
김문수,이분이 도지사 그분 맞나요 비슷한 이름이었는데,"['도지사', '비슷하', '이름']"
김문수,근데 대체 어케 후보가 됐냐고 당대회에서,"['어케', '후보', '당', '대회']"
김문수,자기당네 편이 3명뿐인데 당 경선을 통과했다,"['당', '편', '명', '당', '경선', '통과']"
김문수,어차피 대통령 못할거 뭐하러 염병떠노,"['대통령', '거', '염병']"
김문수,그럼 준스톤으로 간다,"['준', '스톤']"
김문수,진짜 청렴하신 분 대장동 피눈물 흘리게한 찢과는 차원이 다른 깨끗한 분,"['청렴', '분', '대장', '피눈물', '차원', '다르', '분']"
김문수,애초에 김문수가 후보감인게 이해가 안 감,"['애초', '김문수', '후보', '것', '이해']"
김문수,김문수가 대권후보 인거 보면 인물 참없다,"['김문수', '대권', '후보', '거', '인물', '없']"
김문수,한덕수도 애초에 본인이 대통령 당선은 고사하고 후보군 되는 것조차 아예 플랜에 없다가 등 떠밀려서 어어 하며 나간거라 되면 좋고 아니면 말고니 이래저래 가다 안나오면 이미 네임밸류 쳤기에 빠져도 본전,"['한덕수', '애초', '본인', '대통령', '당선', '후보군', '것', '플랜', '없', '등', '거', '좋', '네임', '밸류', '본전']"
김문수,여보세요 여보세요 어 나 국짐 대선 후본데,"['국짐', '대선', '후보']"
김문수,이게 부정선거지 경선을통해서 뽑은 대선후보를 지들입맛대로 바꿔버리네 이런식으로 선거치루면서 부정선거타령하면서 계엄을 정당화했다니 이제 국힘 응원못하겠다 정털려서,"['부정', '선거', '지', '경선', '대선', '후보', '지', '입맛', '식', '선거', '부정', '선거', '타령', '계엄', '정당화', '국', '힘', '응원', '정']"
김문수,이럴거면 당대회 그딴거 왜한거임 한덕수 껴서 다시 해,"['거', '당', '대회', '거', '거', '한덕수']"
김문수,차라리 이재명을뽑지 말바꾸는사람제일뵬로임 글구 한덕수가 뭐5년대통령한다고하냐 자긴정국안정시키면 관둔가자나 막야야할꺼아냐 참놔 갈라치키해소 지금오부지리될판이라고 이겨야할꺼아냐 이재명라고해서 김문수되겠냐고 이재명뽑지 여기 김문수편 막 편드는것보면대부분 민주당이라더라 이재명 가야지 그럼,"['이재명', '사람', '뵬', '한덕수', '년', '대통령', '정국', '안정', '자', '막야야할꺼아냐', '참놔', '갈라치키해소', '오부', '지리', '판', '꺼', '이재명', '김문수', '이재명', '김문수', '편', '것', '민주당', '이재명']"
김문수,뭐 어쩌다보니 전임 경기도지사 배틀이 되었네,"['전임', '경기도지사', '배틀']"
김문수,저런 모지리가 대통령후보라니 또 얼마나 갑질을 해대려나,"['모', '지리', '대통령', '후보', '갑']"
김문수,힘내세요 화이팅입니다 우리는 할수있습니다 우리는 달라야 합니다 김문수 최고야 짱이야 보수의 아이콘 대박의 아이콘 로또의 아이콘 미래의 아이콘 김문수랑 같이 가즈아 영차영차하자,"['화이팅', '수', '있', '다르', '김문수', '최고', '보수', '아이콘', '대박', '아이콘', '로또', '아이콘', '미래', '아이콘', '김문수', '가즈아', '영차영차하자']"
김문수,내일이 기다려집니다,['내일']
김문수,청백리 김문수 화이팅입니다,"['청백리', '김문수', '화이팅']"
김문수,일등문수 일등댓글입니다 Good luck,"['일등', '문수', '일등', '댓글']"
김문수,진짜 찢재명을 끝낼 후보 김문수,"['명', '후보', '김문수']"
김문수,늘 응원합니다 김문수 대통령님,"['응원', '김문수', '대통령']"
김문수,펀드 10시 알람설정했습니다 문수대통,"['펀드', '시', '알람', '설정', '문수', '대통']"
