platform,press,keyword,comment,tokens,score
news,기타,김문수,"자신의 처지가 바뀌니, 전에 자신의 처지에서 함께 했던 사람들 혐오하는건 개구리들이 하는짓이죠!설익은 노동운동가들은 역사적국가생산책임자(대의적노동자)와 생계의 책임자(구체적역할의 노동자), 이 두역할이 상반된것으로 무식하게,이해하지 못하고 노동자(대한민국의 약2800만)를 배신하고 노동자를 혐오하는데 심지어 이혐오를 선동하는데앞장서기까지합니다. 이번 내란 조기대선에서 그 실제인물 김문수 설난영를 우리는 마주하고 확인하는 역사적 경험을 합니다. 무식한이해와 배신은 필연적으로 결합되어있음을 노동과 사회적평균이윤의관계로논증해보겠습니다.","['자신', '처지', '바뀌', '전', '자신', '처지', '혐오', '개구리', '짓', '설익', '노동', '운동가', '역사', '국가', '생산', '책임자', '대의', '노동자', '생계', '책임자', '구체', '역할', '노동자', '역할', '상반', '무식', '이해', '노동자', '대한민국', '배신', '노동자', '혐오', '혐오', '선동', '앞장서', '이번', '내란', '조기', '대선', '실제', '인물', '김문수', '나', '영', '마주하', '확인', '역사', '경험', '무식', '이해', '배신', '필연', '결합', '노동', '사회', '평균', '이윤', '관계', '논증']",-2
news,기타,김문수,법카로 소고기 초밥 과일을 먹어 치우진 않았잖아,"['법', '카', '소고기', '초밥', '과일', '먹', '치우']",0
news,기타,김문수,조롱하고 모욕하고 비난하는건 국민의짐 전문인데,"['조롱', '모욕', '비난', '국민', '짐', '전문']",-5
news,기타,김문수,그래서 노동운동하다가 국힘이냐,"['노동', '운동', '국', '힘']",0
news,기타,김문수,2찍들은 배우자 선택하는거야? 쥴리모시더니 정신이 나갔네 다들,"['배우자', '선택', '줄리', '모시', '정신', '나가']",-1
news,기타,김문수,트집하나 잘 잡은 것처럼 나불거리는데 유시민은 정치인도 아니고 민주당 당원도 아닌데........평범한 대한민국 국민이면서 직업이 작가인데 무슨 말을 못하지 언론 출판 집회 결사의 자유가 있는데......,"['트집', '잡', '불', '거리', '유시민', '정치인', '민주당', '당원', '평범하', '대한민국', '국민', '직업', '작가', '언론', '출판', '집회', '결사', '자유']",0
news,기타,김문수,선거법 위반한것 없고 유시민이 바른말 했구만 고발은 윤석열과 김건희를 고발해야지 그래야 지지율 올라가지...,"['선거법', '위반', '유시민', '바른말', '고발', '윤석열', '김건희', '고발', '그렇', '지지율', '올라가']",0
news,기타,김문수,부끄러움을 모르는 부부,"['부끄러움', '모르', '부부']",-1
news,기타,김문수,아줌씨 왜케 나대요? 거니도 영부인 호칭도 안써~ 내조만 열심히 한다고 하고는 그렇게 니댔지만 아줌씨만큼 똥ㆍ오줌 못가리고 투표전부터 셜쳐대지는 않았지~~ 거니보다 더하면 더했지 덜하지는 않을 듯~ 제발 찌그러져 계셔요~ 보기 거북합니다~,"['아줌씨', '나대', '영부인', '호칭', '쓰', '내조', '그렇', '아줌', '똥', '오줌', '가리', '투표', '전', '셜쳐대', '찌그러지']",0
news,기타,김문수,대통령 이재명정부 국무총리 유시민 내정자가 될수도 있다 비상계엄 내란수괴 우두머리 졸개들아 지금 국민들이 너거들 내란 세력들 돌아오지 못 하게 투표 하는 것이다,"['대통령', '이재명', '정부', '국무', '총리', '유시민', '내정자', '있', '비상계엄', '내란', '수괴', '우두머리', '졸개', '국민', '거들', '내란', '세력', '돌아오', '투표']",0
news,기타,김문수,노조를 비하하는 훌륭한 부인 그 남편 딱 내란좀비네,"['노조', '비하', '부인', '남편', '내란', '좀비']",0
news,기타,김문수,"옛날의 김문수, 설난영을 얘기하는게 아니다. 현재를 얘기하는 거지. 기억만 존재할 뿐 지금은 전혀 다른 인간들이 되었다.","['옛날', '김문수', '설', '나', '영', '얘기', '현재', '얘기', '기억', '존재', '지금', '인간']",0
news,기타,김문수,윤썩열 짝 나겠네 마눌 지키려 나라 망치더니,"['윤', '짝', '나', '만우', '지키', '나라', '망치']",0
news,기타,김문수,촉새야 덕분에 1번에서 2번으로 옮겼다~!~,"['촉새야', '덕분', '옮기']",0
news,기타,김문수,"아내는 훌륭한 사람,, 훌륭한 사람 절대 아냐~ 과격하고 여러모로 진짜 못생겻드라","['아내', '못생기']",0
news,기타,김문수,설난영씨가 먼저 자신은 노조안했다며 ~ 노조는 못생기고 세고 자신은 예쁘고~,"['설난영', '자신', '노조', '노조', '못생기', '세', '자신', '예쁘']",0
news,기타,김문수,둘이 서로 훌륭하다고 자화자찬 오지네...칭찬도 남이해야지. 전광훈이나 쫓아다니면서 무슨 대통령을 하겠다고....국힘은 하나같이 이상해. 극우 아니면 전광훈 아니면 펨코임?,"['자화자찬', '오지', '칭찬', '남', '전광', '후', '쫓아다니', '대통령', '국', '힘', '이상', '극우', '전광', '후', '펨코']",2
news,기타,김문수,윤석열도 김건희는 훌륭한사람이라고 생각할껄 ㅋㅋ,"['윤석열', '김건희', '생각']",0
news,기타,김문수,유시민이 김문수 감옥에 있을 때 설난영과 함께 구명을 운동을 했는데 농성장에서 같이 숙식을 할 정도로 정성을 다했다고 한다. 그런데 김문수가 보수당 국회의원이 되자 유시민의 전화를 피하더란다. 극우 뉴라이트 매국적인 역사관 전광훈 승배자 윤석열 하수인은 심판 받아야 한다.,"['유시민', '김문수', '감옥', '나', '영', '구명', '운동', '농성장', '숙식', '정도', '정성', '김문수', '보수당', '국회', '의원', '유시민', '전화', '피하', '극우', '뉴라이트', '매국', '역사관', '전광훈', '승배자', '윤석열', '하수인', '심판', '받']",-1
news,기타,김문수,너무 똑부러지게 생겨서 눈을 못 찾겠는데?,"['부러지', '생기', '눈', '찾']",0
news,기타,김문수,"먼저 설난영이 어쩌고 다녔는지를 생각해봐. 그 모습을 보니 그렇게 평가됐던 거야. 그사람이 후보부인에 걸맞게 정상적으로 행동했다면 그런얘기 안나올건데, 굳이 이해해보려고 하니까 그런 역학관계안에서 그런 태도가 나오는 거라고 논평을 한거지","['설', '나', '영', '어쩌', '다니', '생각', '모습', '그렇', '평가', '후보', '부인', '걸맞', '정상', '행동', '얘기', '나오', '이해', '역학', '관계', '안', '태도', '나오', '논평']",1
news,기타,김문수,쫘아아빨들은 모조리 능지처참 척살. 단두대로 보내야 할것이다 반드시 멸해야 할것이다,"['쫘아아빨', '능지처참', '척사', '단두대', '보내', '멸하']",0
news,기타,김문수,유시민 사이다 ㅎㅎㅎㅎ,"['유시민', '사이다']",0
news,기타,김문수,"유시민이 착각한거예요. 김어준방송을보니 ""다들 좋은 대학 나왔잖아요."" 하면서 96년도에 독일에서 김문수후보가 국회의원 당선되었을때 축하 전화했는데 김문수후보 배우자가 ""네,네, 고맙습니다.""하더라, 사무적이다. 이런 표현하는데 상대방 감정, 분위기를 아나? 면전도 아니고 전화로 상대방의 자기를 무시한다는 생각, 직접 물어봤어야죠? 그걸갖고 소통단절하고 폄하하고 헐뜯고,, 너무 어리석어요. 속된말로 멍청한 행동입니다. 언능 물어보세요. 어느 국회의원이 당선되었다고 목에 힘주나요? 더구나 경기도지사시절 법카소동도 없잖아요.","['유시민', '착각', '김어준', '방송', '좋', '대학', '나오', '독일', '김문수', '후보', '국회', '의원', '당선', '축하', '전화', '김문수', '후보', '배우자', '고맙', '사무', '표현', '상대방', '감정', '분위기', '알', '면전', '전화', '상대방', '무시', '생각', '물어보', '갖', '소통', '단절', '폄하', '헐뜯', '어리석', '속', '멍청하', '행동', '물어보', '국회의원', '당선', '목', '힘주', '경기도', '지사', '시절', '법', '카', '소동']",2
news,기타,김문수,"놀랍지도 않은 좌파들의 이중성. 서민 위하는 척, 노동자 편인 척 하는건 선거 때 뿐 아닌가? 공개적으로 저렇게 노동자를 폄하하고 무시하고 급 나누는게 좌파의 본질이다.","['놀랍', '좌파', '이중', '서민', '노동자', '편', '선거', '공개', '저렇', '노동자', '폄하', '무시', '급', '나누', '좌파', '본질']",0
news,기타,김문수,유시민씨가 민주당원도 아니고 대선 후보도 아닌데 왜 투표로 심판을 하라는건지 모르겟네....정작 윤석열 이야기 나오면 탈당한 사람이라 할말 없다면서... 내로남불의 정석인듯..,"['유시민', '민주당원', '대선', '후보', '투표', '심판', '모르', '윤석열', '이야기', '나오', '탈당', '남', '불', '정석']",0
news,기타,김문수,유시민의 혀가 언젠가 스스로 무덤을 파는 일이 생기지. 인생. 60넘으면. 혀를 함부로 놀리지 말아야지,"['유시민', '혀', '무덤', '파', '생기', '인생', '넘', '혀', '놀리']",0
news,기타,김문수,개눈에는 뭐만보인다더니 변절부부 역겹다,"['개', '눈', '보이', '변절', '부부', '역겹']",0
news,기타,김문수,"배우자의 삶을 존중하고, 함께 걸어온 길을 귀하게 여기는 마음은 본받을만 하다.","['배우자', '삶', '존중', '걸어오', '길', '귀하', '여기', '마음', '본받']",1
news,기타,김문수,김푼수의 개소리..!!,"['김', '푼수', '개소리']",0
news,기타,김문수,그래 문수야 니마누라 훌륭하다 니는들어가고 니 마누라 후보로 내세워라 부끄러운줄도 모르고 ㅉ ㅉ,"['문수', '마누라', '훌륭하', '들어가', '마누라', '후보', '내세우', '부끄럽', '모르']",0
news,기타,김문수,유시민 작가님의 발언은 적절하지 않아보이네요,"['유시민', '작가', '발언', '적절하', '보이']",0
news,기타,김문수,"노동자였던자가 노동자를못생겼다고하는 발언은?! 품위도없이 상대후보자배우자를 비하한다는것이 더 문제급이다!!쯧쯧,김문수 배우자가 먼저 노동자를비하해놓고 이런글을 올리고싶냐!","['노동자', '노동자', '생기', '발언', '품위', '상대', '후보자', '배우자', '비하', '문제', '급', '김문수', '배우자', '노동자', '비하', '글', '올리']",1
news,기타,김문수,관상은 과학이다 어째 쌔~한!!!!!!!!,"['관상', '과학', '어쩌', '쐐', '한']",0
news,기타,김문수,광대뼈,['광대뼈'],0
news,기타,김문수,과거 노동자 편에서서 운동한거 뼈저리게 후회한다며... 먼소리인지 당췌,"['과거', '노동자', '편', '서', '운동', '뼈저리', '후회', '멀', '소리']",-2
news,기타,김문수,유시민이 말은 항상 옳다. 바른말을 해도 고발하냐?,"['유시민', '옳', '바른말', '고발']",0
news,기타,김문수,부부는 닮는다더니 ㅉㅉ,"['부부', '닮']",0
news,기타,김문수,맞는말 아닌가? 노조얘기하며 이쁘고 못나고 비하한게 누군데? 어째 빨간애들은 다저러냐?,"['맞', '노조', '얘기', '이쁘', '못나', '비하', '빨갛', '애', '저러']",0
news,기타,김문수,카리나 같이 예쁜 여성은 x고 싶다 꽂고 싶다 별소리를 다하면서. . . 여성 외모 따지는 놈들이 자기들 기준에 안 맞으면 외모 비하 부터 시작해서 온갖 여성혐오는 다 늘어 놓음. 이걸 지지하는 개딸들은 실제로 좌좀 남성들이 자기들은 쳐다보지도 않는다는걸 모르는지.,"['카리나', '예쁘', '여성', '꽂', '소리', '여성', '외모', '따지', '기준', '맞', '외모', '비하', '시작', '여성', '혐오', '늘', '지지', '딸', '좌', '남성', '쳐다보', '모르']",-3
news,기타,김문수,윤석렬이보다 더 마누라 챙기는것보니 더하면 더하지? 건희한테 질려서설씨 나오는것 자체가 혐오스럽다,"['윤석렬', '마누라', '챙기', '건희', '질리', '설', '나오', '자체', '혐오']",-2
news,기타,김문수,설난영이 깝치고 다니던지 말던지 뭐하러 신경쓰나? 그냥 내버려 둬..,"['나', '영', '깝', '치', '다니', '말', '신경', '쓰', '내버리']",-1
news,기타,김문수,설난영 쏘우 캐릭터 닮았다 진짜,"['나', '영', '쏘우', '캐릭터', '닮']",0
news,기타,김문수,이번 대선은 좀 아내 얘기좀 빼면 안되니?그래서 어쩌자구 김건희처럼 가보게? 배우자 토론을 하자고 하질않나 제발 좀 피곤하다,"['이번', '대선', '아내', '얘기', '빼', '어쩌', '김건희', '가', '배우자', '토론', '피곤']",0
news,기타,김문수,훌륭 아니고 흉해요,['흉하'],0
news,기타,김문수,유시민이 비방할때 그 목소리와 깐족거림 ㅠ,"['유시민', '비방', '목소리', '깔']",-1
news,기타,김문수,그럼게 상대방을 비방하더니 본인들은 조금만 긁혀도 생난리,"['상대방', '비방', '본인', '조금', '긁히', '난리']",-1
news,기타,김문수,암요~ 예쁘고 문학적이고 부드러운~ 노조하실분 같이 생기셨어요~,"['예쁘', '문학', '부드럽', '노조', '생기']",0
news,기타,김문수,멀 그리길게말하냐 부창부수고 초록은동색이고 이빠이는가득이잖아,"['길', '부창부수', '초록', '동색', '빠이', '가득']",0
news,기타,김문수,개문수야 국민들이 아니라는데 또 우기니?,"['개문수야', '국민', '우기']",0
news,기타,김문수,부창부수네. 이번 선거를 끝으로 내 눈앞에 띄지 마라. 세상 더러운 짓 다 해놓고 청렴한 척 어이가 없다. 불법 후원자금 쪼개기 수령 의혹이나 밝혀라!,"['부창부수네', '이번', '선거', '끝', '눈앞', '띄', '세상', '더럽', '청렴', '어이', '불법', '후원', '자금', '쪼개기', '수령', '의혹', '밝히']",-2
news,기타,김문수,난 별로 ~ 그다지 ~ ㅋ,[],0
news,기타,김문수,남깔땐 자기도 까일생각은 못한건가?,"['남', '까', '생각']",0
news,기타,김문수,대깨 는 입닥해. 뇌 없는 내로남불 것들이 ㅎ김문수 마누라가 잘못했어도 니들은 겸손하게 들어. 똑같은 것들이니까,"['대깨', '입', '뇌', '내', '남부', '김문수', '마누라', '겸손', '듣', '똑같']",0
news,기타,김문수,인상이 과학이다,"['인상', '과학']",0
news,기타,김문수,대통령이던 배우자던 외모는 중요하지 않은것 같아요 ㆍ단정하고 인성 바르고 성실히 살았으면 된것같은데요ㆍ,"['대통령', '배우자', '외모', '중요', '단정하', '인성', '바르', '살']",0
news,기타,김문수,그럼 내 아내는 형편없는 사람이오!하는 사람이 어딨냐 ㅉㅉㅉ,"['아내', '형편없', '어딨']",0
news,기타,김문수,이성을 잃은사람들로 가득하구나..,"['이성', '잃']",0
news,기타,김문수,문재인은 xx이라고 말한인간도 무죄나왔는데?? 하기야 요즘 판사들은 지 맘대로 판결하니~~그래놓고 법과원칙대로 ㅎㅎ?? 기소기한을 시간으로 계산해서 구속피의자를 풀어주고 잘했다고~~그러는판사도 있는데 유작가도 기소될수도~~,"['문재인', '인간', '무죄', '나오', '요즘', '판사', '판결', '그렇', '법', '원칙', '기소', '기한', '시간', '계산', '구속', '피의자', '풀', '그렇', '판사', '유', '작가', '기소']",0
news,기타,김문수,부인이 전라도사람 이라고 했다가 시민들에게 언제 니가 여기왔었냐고 꾸지람듣고 도망감,"['부인', '전라도', '시민', '오', '꾸지람', '듣', '도망가']",-1
news,기타,김문수,유시민은 틀린말 안하다 찍쏘가 잘못했네,"['유시민', '틀리', '찍쏘']",0
news,기타,김문수,남에 행동이나 남을 지적하려면 나부터 돌아보고 지적해라 대한민국 남자 중에 네 마누라 소중하지 않은 사람 없다,"['남', '행동', '남', '지적', '나', '돌아보', '지적', '대한민국', '남자', '마누라']",0
news,기타,김문수,노조를 비하하며 자신의 과거를 숨기려고한 설씨 본인이 가장 큰문제이고 이상한거 아님? 당신들이나 똑바로 하라! 고소남발하지말고!,"['노조', '비하', '자신', '과거', '숨기', '설', '본인', '크', '문제', '이상', '고소', '남발']",0
news,기타,김문수,"둘다 어디 북한에서 온것같다. 극죄에서 극우로 갔으면 살만큼 좀 나아지지 않았나? 그리고 유시민이 누가 인성을 말했냐? 뭘 듣고 말해. 관계가 틀어진걸 말한거지. 위치가 바뀌어서 뻣뻣하게 나오면 그전에 알던 사람들하고 선긋자는 시인인걸 빨리 알아채고 물러났단 거잖아. 쟤들은 귀도 멀고 눈도 멀고, 사실하나 제대로 파악못하면서 무슨 공직을 한가고 하나같이 모지리니","['북한', '오', '극', '죄', '극우', '가', '살', '나아지', '유시민', '인성', '듣', '관계', '틀어지', '위치', '바뀌', '나오', '전', '알', '선', '긋', '시인', '알아채', '물러나', '귀', '멀', '눈', '멀', '사실', '파악', '공직', '가', '모지']",-2
news,기타,김문수,마귀할멈 사과? 백설공주 스토리냐?,"['마귀', '할멈', '사과', '백설공주', '스토리']",0
news,기타,김문수,소방관이 김문수고 김문수가 소방관이었어야지. 이제와서 아무리 애를 써도 소용없다.,"['소방관', '김문수', '김문수', '소방관', '오', '애', '쓰', '소용없']",0
news,기타,김문수,노동운동과 학생운동 하던 사람이 변절을 하면 저렇게 추잡하고 가증스러워 진다는걸 여러분들은 보고 계십니다.,"['노동', '운동', '학생', '운동', '변절', '저렇']",0
news,기타,김문수,예쁘고 문학적인 사람이 맞다고? ㅋㄲㅋ 노조 폄훼하더니 지는 좋은 소리만 듣고 싶은가보네 제2의 김건희 맞네,"['예쁘', '문학', '맞', '노조', '폄훼', '좋', '소리', '듣', '김건', '희', '맞']",0
news,기타,김문수,훌륭해서 노조에게 막말 했내!!??? 친일 내란동조당 국짐당 김문순대 놈아!! 너도 훌륭해서 119에 갑질 한거냐!!??? 김문순대욕!!!,"['훌륭하', '노조', '막말', '친일', '내란', '동조', '국', '짐', '김문', '순대', '갑', '김문수']",-1
news,기타,김문수,후보자 비방죄는 '선거운동을 위하여' 라는 단서조항이 있다. 유시민작가의 발언이 부적절했다고 보이지만 유작가는 민주당 당원도 아니고 선거운동을 하지 않는 평론가의 관점에서 얘기한 것 뿐이다. 국힘당은 쟁점화시키기 위해 고발조치 등을 하는 것이겠지만 아무 소용 없다.,"['후보자', '비방', '죄', '선거', '운동', '단서', '조항', '유시민', '작가', '발언', '부적절하', '보이', '유', '작가', '민주당', '당원', '선거', '운동', '평론가', '관점', '얘기', '국', '힘', '당', '쟁점', '고발', '조치', '소용']",-3
news,기타,김문수,감히 유시민은 넘볼 수 없는 게 김문수다.. 유시민은 학생운동 시절 체포되었으나 다음날 아침 바로 멀쩡이 나왔다. 바로 그날 학생운동 조직원 전원 체포되었다.. 김문수는 유시민의 동생과 함께 체포되어 온갖 고문을 견디며.조직원 심상정 을 보호했다.,"['유시민', '넘보', '김문수', '유시민', '학생', '운동', '시절', '체포', '다음날', '아침', '나오', '그날', '학생', '운동', '조직원', '전원', '체포', '김문수', '유시민', '동생', '체포', '고문', '견디', '조직원', '심상정', '보호']",0
news,기타,김문수,유시민은 일반 작가인데??? 정치인도 아닌데??공당이 왜저럴까??? 개인의 의사표현??,"['유시민', '일반', '작가', '정치인', '공당', '저러', '개인', '의사', '표현']",0
news,기타,김문수,네 자칭 미인인 와이프 있어서 좋겠습니다. ㅎㅎ,"['자칭', '미인', '와이프', '있', '좋']",2
news,기타,김문수,차마 니 주됑이로도 니 마누라가 예쁘다고는 못하겠지? 니마누라 안경 좀 맞춰줘라.,"['주됑이로도', '마누라', '예쁘', '마누라', '안경', '맞추']",0
news,기타,김문수,외모 비하는 아니지만 계속 보고싶은 얼굴은 아님,"['외모', '비하', '얼굴']",0
news,기타,김문수,모르는 사이가 아니니 유시민이 잘 알겠지,"['모르', '사이', '유시민', '알']",0
news,기타,김문수,노조위원장 했던 당신 부인은 노조하는 사람들은 못생겼다며? ㅋㅋㅋ 그럼 당신부인도 못생긴거 맞지? 지들이 했던 말은 참 수준높은 말이기도 햇나보다.,"['노조', '위원장', '부인', '노조', '못생기', '부인', '못생기', '맞', '수준', '높']",0
news,기타,김문수,"설난영의 최근 행보와 말이 부적절했다는 것만 말해도 충분했는데, 유시민 답지 않은 발언이었습니다.","['나', '영', '최근', '행보', '부적절하', '유시민', '발언']",0
news,기타,김문수,김문수 당신은 당신 아내와 함께 변절자! 그 괜찮던 너희가 악마화 되다니,"['김문수', '아내', '변절자', '괜찮', '악마']",-2
news,기타,김문수,맞는 말 이던데ㅡ,['맞'],0
news,기타,김문수,대통령 후보 배우자라는 자리에 갈수 있는 인생은 뭔데? 골때리네. ㅎㅎㅎㅎ,"['대통령', '후보', '배우자', '자리', '가', '있', '인생', '골', '때리']",0
news,기타,김문수,응 니말이 맞어. 소방공무원 갑질한 빤스 수제자인 니가 대선후고 보수여당이 이제 야당되면 당대표가 극우테러분자가 대표되는 TKPK당 클라스의 미래 ㅋㅋㅋ,"['맞', '소방', '공무원', '갑', '빤스', '수제자', '대선', '후', '보수', '여당', '야당', '당', '대표', '극우', '테러', '분자', '대표', '당', '클라스', '미래']",1
news,기타,김문수,"김덕수, 을지문덕으로 사기친 놈이 훌륭하다고 하는 사람이니 알만하네.","['김덕수', '을지문덕', '사기치', '알']",0
news,기타,김문수,김문수가 다른건.다 쓸데가 없는데 딸자식 하나는 잘둔것 같이 보인다 사회복지사로.열심히 살아가는 얼굴에 진심이 보여 좋았다 애쓰셨네요 잘한건 잘한거니까,"['김문수', '다르', '쓰', '딸자식', '두', '보이', '사회', '복지사', '살아가', '얼굴', '진심', '보이', '좋', '애쓰']",0
news,기타,김문수,훌륭하기는...망상에젖어계시더만,"['망상', '젖']",-2
news,기타,김문수,남편과 아내 동일시해서 망한 권력이 바로 앞에 있는데 정신차려 투표해야 할 듯.,"['남편', '아내', '동일시', '망하', '권력', '앞', '정신', '차리', '투표']",0
news,기타,김문수,나쁜놈이 훌륭하다고 평가하면 뻔하잖아. 윤석렬도 죄가 없다는 놈인데.,"['나쁘', '평가', '뻔하', '윤석렬', '죄']",-2
news,기타,김문수,전국 노조들 뭐합니까. 노조 비방죄로 고소 들어가야죠.,"['전국', '노조', '노조', '비방', '죄', '고소', '들어가']",-3
news,기타,김문수,추악하고 더러움이 먼저 느껴진다.,"['더러움', '느끼']",-2
news,기타,김문수,0 0 = 과학,['과학'],0
news,기타,김문수,"1980년대 남편 폭력,사기,테러,절도가 아닌, 사회정의,민주주의를 위해 정의로운 일로 감옥에 가면, 남편 버리고 도망가는게 비상식적이고, 비난받을 일이었다. 당연히 옥바라지 하는게 정상이었던게 그시대의 상식이었다.암튼 말같지 않은 소리만 왜 괴랄하게 짖어대냐!! 오히려 남편 버리는게 비정상인거지 그게 훌륭한거냐!!!","['남편', '폭력', '사기', '테러', '절도', '사회', '정의', '민주주의', '정의', '감옥', '가', '남편', '버리', '도망가', '상식', '비난', '받', '옥바라지', '정상', '시대', '상식', '소리', '괴랄', '짖', '남편', '버리', '정상']",-4
news,기타,김문수,설난영 볼때마다 쏘우 캐릭터 인형같아서 무섭다.,"['설', '쏘우', '캐릭터', '인형', '무섭']",0
news,기타,김문수,맞아당신부인께서 김여사 조롱했어?,"['맞', '부인', '김', '여사', '조롱']",0
news,기타,김문수,"노무현이 상고 나왔다고, 이재명이 검정고시 출신이라고 무시하던 자들이 할 소리는 아니다.","['노무현', '상고', '나오', '이재명', '검정고시', '출신', '무시', '소리']",0
news,기타,김문수,"관상은 과학인데.. 특히나 40이후의 얼굴은 본인의 성격, 태도가 그대로 드러난다..","['관상', '과학', '이후', '얼굴', '본인', '성격', '태도', '드러나']",0
news,기타,김문수,ㅋ 문학적이고 이쁜 할머니! 홧팅! 꿈은 일주일내에 깹니다~~~~,"['문학', '이쁘', '할머니', '홧팅', '꿈', '깨']",0
news,기타,김문수,훌륭했었는데 변절된거지.,"['훌륭하', '변절']",0
news,기타,김문수,2 ㅉ ㅣㄱ 쏘,['쒀'],0
news,기타,김문수,유시민 말이 맞던데? 이상한 사람 맞던데?,"['유시민', '맞', '이상', '맞']",0
news,기타,김문수,왜곡이 심하다.,"['왜곡', '심하']",0
news,기타,김문수,훌륭한개 노동자 펌하하냐,"['개', '노동자', '펌하하냐']",0
news,기타,김문수,십석열도 그랬어,"['열', '그렇']",0
news,기타,김문수,아니 노동자들 못생겼네 어쩌니 주제파악 못하고 떠든것이 지가 뭐라도되는양 착각하고 뱉은말은 사실이구만~~거울도 안보는가~~~,"['노동자', '생기', '어쩌', '주제', '파악', '떠들', '착각', '뱉', '거울']",0
news,기타,김문수,쏘우,['쏘우'],0
news,기타,김문수,데칼코마니 둘다 웃겨 ㅎㅎㅎ요즘 훌륭한 정치인이 어딧으며 아~ 휼륭한 마귀힐멈은 자신을 너무 모르는 사람 이구나,"['데칼코마니', '웃기', '요즘', '정치인', '어딨', '휼륭', '마귀힐멈', '자신', '모르']",0
news,기타,김문수,노조는 못생겼다한 저여자는 뭐라안하네,"['노조', '못생기', '여자']",0
news,기타,김문수,유시민이 정치인도 아닌데 기사 쓰는것도 어이 없고 그거에 또 긁히는 국짐당도 참~ 꼬라지가 우습다!,"['유시민', '정치인', '기사', '쓰', '긁히', '국', '짐', '꼬라지', '우습']",-1
news,기타,김문수,그면 김거니보다 더하겠네?,['김'],0
news,기타,김문수,뭐 그리 훌륭하지 않게 보이든데? 말하는 내용이나 처신을 보니,"['보이', '내용', '처신']",0
news,기타,김문수,국짐이 국짐한거야. 저기만 가면 사람이 이상해져,"['국', '짐', '국', '짐', '가', '이상']",-1
news,기타,김문수,먼저 품격있게 행동하라,"['품격', '있', '행동']",1
news,기타,김문수,백설공주에서...나오는.....비짜루 타고....모자쓴...할망구가 있는데..........너무 판박이다~~~,"['백설공주', '나오', '비짜루', '타', '모자', '쓰', '할망구', '판박이']",0
news,기타,김문수,부창부수,"['부', '창부', '수']",0
news,기타,김문수,얼굴을 야매로 조지났네...시장통에서 백설공주한테 사과나 팔면되겠네,"['얼굴', '야매', '조', '지나', '시장', '통', '백설', '공주', '사과', '팔']",0
news,기타,김문수,노조출신 쏘우닮은 할매가 노동자는 못생기고 본인은 아름답다고?어떤 뇌를가졋길래 출신동료들 비아냥대고잇는거고?,"['노조', '출신', '쏘우', '닮', '할매', '노동자', '못생기', '본인', '아름답', '뇌', '가지', '출신', '동료', '비아냥대']",0
news,기타,김문수,그래서 노조는 못생기고 나쁜 것으로 발언했냐?,"['노조', '못생기', '나쁘', '발언']",0
news,기타,김문수,.김문수...너가 새각하기엔....설난영이....훌륭하다고 생각하겠지...!!!!??.그러나...국민이 보기엔....정신이 나가서 마구 날뛰는.......김건희 빰치는 망둥이 일뿐이다~~~~~~거울이나 보라고 해라~~~,"['김문수', '각', '설란', '영', '생각', '국민', '정신', '나가', '날뛰', '김건', '희', '빰', '치', '망둥이', '거울', '나']",0
news,기타,김문수,"다른사람 외모 비하 발언 안했으면 나도 안하는데, 참 쏘우스럽다","['외모', '비하', '발언', '쏘우']",0
news,기타,김문수,바보온달 마누라자랑 천치네~~!!!,"['바보', '온달', '마누라', '자랑', '천', '치']",-2
news,기타,김문수,좌우지간 이 작자들은 적반하장 뒤집어씌우기가 주특기인 족속들이여..지난번에 같이 노동운동했던 분들의 기자회견 찾아서 꼭 봐..유시민이 무슨 여성노동자를 비하했느니 뮈니가 얼마나 얼토당토않은 말을 했는지 알게 될거다. 정말 몹쓸것들..니들이 아무리 발악해봤자 끝났으니 조용히 처분만 기다리기를..,"['작자', '적반하장', '뒤집어씌우', '주특기', '족속', '지난번', '노동', '운동', '기자', '회견', '찾', '유시민', '여성', '노동자', '비하', '뮈니', '얼토당토않', '알', '발악', '끝나', '처분', '기다리']",0
news,기타,김문수,지가훌륭하데그래서 상대방디스하냐,"['훌륭하', '상대방', '디스']",0
news,기타,김문수,옛날에 도움을 주고 같이 고생했던 막연한 동지가 등 을 돌린다는건 사람과 이념에 대햐 배신은 게나 주라는 인성이것지 부부는 닮는다고 옛시절을 잊어버린 인간은 미래도 친구도 없다,"['옛날', '도움', '주', '고생', '막연하', '동지', '등', '돌리', '이념', '대햐', '배', '신', '인성', '부부', '닮', '시절', '잊어버리', '인간', '미래', '친구']",2
news,기타,김문수,그래 다 제 짝이 있다^.^,"['짝', '있']",0
news,기타,김문수,박살난영 거울보고 인물을 평해라... 얼굴이 박살 났네... 쏘우2,"['박살나', '거울', '인물', '평', '얼굴', '박살', '나', '쏘우']",0
news,기타,김문수,관상이 과학이라더니.................. ㅋㅋㅋㅋㅋㅋ,"['관상', '과학']",0
news,기타,김문수,훌륭해서 그렇게 말하나? 음... 훌륭하다의 단어 뜻이 언제 바꼈나...,"['훌륭하', '그렇', '훌륭하', '단어', '뜻', '바끼']",0
news,기타,김문수,김거니가 보인다,"['김', '니', '보이']",0
news,기타,김문수,해골바가지 부부,"['해골', '바가지', '부부']",0
