platform,press,keyword,comment,tokens,score
news,기타,김문수,문수 너한테는 훌륭한 사람 맞지. 김건희도 윤썩렬한테는 훌륭하고 고마운사람 일테지! 주가조작에 뇌물수수했어도.,"['문수', '맞', '김건', '희', '윤썩렬', '고맙', '주가', '조작', '뇌물', '수수']",0
news,기타,김문수,애쓰네 당신 마누라 귀한줄만 알고 남의 처는 까내려도 됩니까? 대선토론 나와서 상대편 부인 깔때는 언제고,"['애쓰', '마누라', '귀하', '알', '남', '처', '까', '대선', '토론', '나오', '상대편', '부인', '까']",0
news,기타,김문수,좀 과하게 설치더라,"['과하', '설치']",0
news,기타,김문수,직쏘,['직소'],0
news,기타,김문수,ㅋ 부창부수 얼굴도 닮음,"['부창부수', '얼굴', '닮']",0
news,기타,김문수,노동 변절자인가,"['노동', '변절자']",0
news,기타,김문수,유유상종이지...,['유유상종'],0
news,기타,김문수,영부인얼굴은아닌듯,"['영부인', '얼굴']",0
news,기타,김문수,맥락없이 유작가님 고발 ㅎ 그방송 다 봤는데 ㅎ 내란당은 이런 고발 챰 잘하는듯요 그러면 설여사가 노조외모 비하 발언도 고소 해야 되겠네요,"['맥락', '유', '작가', '고발', '방송', '내란', '고발', '설', '여사', '노조', '외모', '비하', '발언', '고소하']",0
news,기타,김문수,"너도 훌륭해, 얼떨결에 후보로 나와 고생한다","['얼떨결', '후보', '나오', '고생']",0
news,기타,김문수,유시민은 나이가 먹을수로 꼰대가 되어가고 있다.,"['유시민', '나이', '먹', '수로', '꼰대']",0
news,기타,김문수,김문수 씨는 훌륭이란 단어의 뜻을 모르시나? 훌륭한 분은 자기가 몸 담았던 곳 사람들 외모를 흉보거나 자극하지 않아. 절대. 기사보는데 역겹더라. 그런 걸 휼륭하다고 하지 않아. 역겹다고 하는 거야.,"['김문수', '단어', '뜻', '모르', '몸', '담', '곳', '외모', '흉보', '자극', '기사', '역겹', '휼륭', '역겹']",0
news,기타,김문수,"맞습니다.과거는 훌륭합니다.그러나 현재와 미래는 즉,현재는 손바닥 왕자 쓴 꼴통 왜놈 윤가놈을 따르는 정당의 대표로 대선에 참여한것은 엄연히 내란을 정당하다 하기 때문에 안됩니다.","['맞', '과거', '현재', '미래', '현재', '손바닥', '왕자', '쓰', '꼴통', '왜놈', '윤', '정당', '대표', '대선', '참여', '내란']",0
news,기타,김문수,"맞는말했는데 어디 그게 여성,노동자,노인 비하냐?","['맞', '여성', '노동자', '노인', '비하']",0
news,기타,김문수,제2의 줄리는 이제 용서하지 않겠다!,"['줄리', '용서']",0
news,기타,김문수,유작가 말이 맞다. 남편이 대통령후보된니까 영부인 된 줄 알잖아?? ㅋㅋ 제정신이 아니라 머리가 돌아버린 것 같아....,"['유', '작가', '맞', '남편', '대통령', '후보', '영부인', '알', '정신', '머리', '돌']",0
news,기타,김문수,국짐당 후보라서 너무 다행이다ㅋㅋㅋ 고집불통 소통불가 싫다. 싫어.,"['국', '짐', '당', '후보', '다행', '고집불통', '소통', '불가', '싫', '싫']",-1
news,기타,김문수,같은 말을 들어도 국짐 애들은 정말 이상하게 알아 듣는다. 국민들 대부분이 납득하고 수긍하는데 국짐 관련 인간들은 엉뚱한 해석을 한다. 국어 일타강사라도 파견해서 교육을 해야 할 것 같다.,"['듣', '국', '짐', '애', '이상', '알', '듣', '국민', '대부분', '납득', '수긍', '국', '짐', '관련', '인간', '해석', '국어', '강사', '파견', '교육']",-1
news,기타,김문수,정치에 매몰되어 옳고 그름의 최소한의 가치판단조차 못 하는 정치병자들 천지구나 ㅠ,"['정치', '매몰', '옳', '그르', '최소한', '가치', '판단', '정치', '병자', '천지']",1
news,기타,김문수,적어도 너희 부부가 인간이라면. 유시민이가 하는말은 살갑게 받아 들여야지...너희 부부에 대해 유시민만큼 잘아는 사람 대한민국에 있나...ㅎㅎㅎㅎ 권영세 이놈의 위증자가 알랑가. ...,"['부부', '인간', '유시민', '살갑', '받', '들이', '부부', '유시민', '알', '대한민국', '권영세', '위증', '알']",0
news,기타,김문수,김건희를 능가하는 설난영..김문수 당선되면 설난영이 설치는 모습 볼 수 없어서 김문수 안찍기로 했다..,"['김건희', '능가', '설', '김문수', '당선', '설', '나', '영', '설치', '모습', '김문수', '찍']",0
news,기타,김문수,제2의 김건희~,['김건희'],0
news,기타,김문수,유작가의 발언은 하나도 틀린말 아닌데.....당신의 발언이나 조심해라~!,"['유', '작가', '발언', '틀리', '발언', '나', '조심']",0
news,기타,김문수,늘 내로남불. 제발 한번이라도 정신이 온전함을 증명해주세요. 대통후보잖아요. 영부인후보잖아요. 21세기 대한민국이 이렇게 수준낮고 낯뜨거운 인간들이 대통령되겠다고 나옵니까? 두 분 사랑 알콩달콩 집에서 하세요!,"['내', '남부', '정신', '증명', '대통', '후보', '영부인', '후보', '세기', '대한민국', '이렇', '수준', '낮', '낯', '뜨겁', '인간', '대통령', '나오', '사랑', '집']",2
news,기타,김문수,아무리 훌륭한 만화가가 그린 마귀할멈이라도 설난영보다 더 잘 그리지는 못할 것. 마귀할멈 나라를 지옥으로 만들기 위해 나온 거면 얼른 들어가시지요. 수리수리 ....,"['훌륭하', '만화가', '그리', '마귀', '할멈', '설', '나', '영', '그리', '마귀', '할멈', '나라', '지옥', '만들', '나오', '들어가', '수리', '수리']",-2
news,기타,김문수,후보자 비방죄? 그럼 니들은 거의 무기징역 아니냐?,"['후보자', '비방', '죄', '무기', '징역']",-3
news,기타,김문수,"그러는종자들이 노조하는 사람을을 비방하냐? 쉴드칠걸 쉴드치거라,,,니들같은 견종자들 모임체는 하루빨리 해체가 답이다,,","['그러', '종자', '노조', '비방', '쉴드칠걸', '쉴드치거라', '니들', '견', '종자', '모임', '체', '해체', '답']",-1
news,기타,김문수,그렇게 똑부러진 분이 왜 김건희편을 든거야? 윤썩열 김건희편 김문수 이번 대선에 당선되면 나라 망한다.,"['부러지', '김건희', '편', '들', '윤썩열', '김건', '희', '편', '김문수', '이번', '대선', '당선', '나라', '망하']",0
news,기타,김문수,어지간히도 다급했구만. 순대옆구리 터진다..설상가상,"['다급하', '순대', '옆구리', '터지', '설상가상']",0
news,기타,김문수,본인법카가 훨씬심각하던데 헬기도 무제한 사용하고,"['본인', '법', '카', '심각하', '헬기', '제한', '사용']",0
news,기타,김문수,"(배신한 노동운동가 국민2800만을 배신한 노동운동가의 배신이었음에 대한 논증)1.기업은 이윤을 내야합니다 2.생존하는기업은 사회적평균이윤이상, 최소 초과이윤을 달성해야합니다 3.초과이윤은 자본집적=기술고도화=노동생산성증가로 가능합니다 4.사회적평균을 이윤을 달성하지못한기업은 파산합니다 5.파산한자본은 생존한 기업으로 자본결합합니다 6.노동운동=임금상승은 기업의 이윤을 낮춥니다.그래서 자본집적 기술고도화 노동생산성증가를 시킵니다. 그래서 국가능력을 높힙니다. 아이러니하게도 거의 세계 최강성 노도조합의 현대중공업이 조선세계최고기업임다","['배신', '노동', '운동가', '국민', '배신', '노동', '운동가', '배신', '논증', '기업', '이윤', '내', '생존', '기업', '사회', '평균', '윤이상', '최소', '초과', '이윤', '달성', '초과', '이윤', '자본', '집적', '기술', '고도', '노동', '생산', '증가', '가능', '사회', '평균', '이윤', '달성', '기업', '파산', '파산', '자본', '생존', '기업', '자본', '결합', '노동', '운동', '임금', '상승', '기업', '이윤', '낮추', '자본', '집적', '기술', '고도', '노동', '생산', '증가', '시키', '국가', '능력', '높이', '아이러니', '세계', '최강', '노도', '조합', '현대중공업', '조선', '세계', '최고', '기업']",3
news,기타,김문수,여기는 모두 중국에서 파견 나온 조직원들 댓글 부대 같은데.,"['중국', '파견', '나오', '조직원', '댓글', '부대']",0
news,기타,김문수,제가 노조하게 생겼어요?? 하며 입에 침도 안바르거 거짓말하던 할머니,"['노조', '생기', '입', '침', '바르', '거짓말', '할머니']",-2
news,기타,김문수,설씨 자신이 노조를 과격하고 못생겼다고 했는데,"['설', '자신', '노조', '못생기']",0
news,기타,김문수,예쁘고 문학적이고 부드럽다며? 말과 행동은 다르던데?,"['예쁘', '문학', '부드럽', '행동', '다르']",0
news,기타,김문수,딸은 사회복지사 아빠는 극우 전광훈 오른팔 엄마는 노동운동가 다양한 가족일세,"['딸', '사회', '복지사', '아빠', '극우', '전', '후', '오른팔', '엄마', '노동', '운동', '가', '다양', '가족']",0
news,기타,김문수,순수한 노동운동하다가 권력 탐욕에 빠져 그 순수성을 완전히 상실하고 지금처럼 이상하게 괴물로 변한 김문수와 그 아내~는 6월 2일까지만 들어준다. 그러고나서는 사람들의 기억속에 빠져주시요~,"['순수', '노동', '운동', '권력', '탐욕', '빠지', '순수', '상실', '지금', '이상', '괴물', '변하', '김문수', '아내', '들', '그러', '기억', '속', '빠지']",-1
news,기타,김문수,유시민말을 왜 고발하는지 모르겠내 틀린말한개도 없구만,"['유시민', '고발', '모르', '틀리']",0
news,기타,김문수,이쁜 마누라 데리고 남은여생 행복하게 보내라,"['이쁘', '마누라', '데리', '남', '여생', '행복', '보내']",2
news,기타,김문수,"우리나라 輕하고 싸구려 입의 대명사!유시민,박지@,이짜이밍!","['우리나라', '싸구려', '입', '대명사', '유시민', '박쥐', '이짜이밍']",0
news,기타,김문수,아니던데? 니 아내 정말 이상한 여자 맞던데? 언론의 마지막 공작질들 지겨운 이나라 썩은 집단카르텔,"['아내', '이상', '여자', '맞', '언론', '마지막', '공작', '지겹', '나라', '썩', '집단', '카르텔']",0
news,기타,김문수,댁이 대통령이 되지 않을거라서 영부인이 될일이 없을거라고 얘기한건데..ㅋ,"['대통령', '영부인', '얘기']",0
news,기타,김문수,직쏘 마누라. 40년동안 델꼬 사느라 고생했다 마누라 하느짓거리가 딱 직쏘스럽더라,"['직소', '마누라', '동안', '델', '사', '고생', '마누라', '하느', '짓거리', '직소']",0
news,기타,김문수,직쏘~~~직쏘~~~~~직쏘~~~~~~~~~~~ㅋㅋㅋㅋㅋㅋㅋㅋ 3살 조카가 저사람나온영상보더니 기겁하고 울더라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['직소', '직소', '직소', '조카', '나오', '영상', '기겁', '울']",0
news,기타,김문수,그 나물의 그 밥이지뭘 또 훌륭해,"['나물', '밥', '훌륭하']",0
news,기타,김문수,머리와 가슴과 입에 저항과 배격이 몸에 밴 부부. 저항은 또 다른 저항과 배격을 끌어 당기는 평법한 원리를 모르는 사람들. 이런 사람들은 지도자로써의 자격이 없다. 제2의 윤썩열이 꼴을 그대로 재현할 것이다. 시름하고 총살 당하는 것은 오롯이 서민들의 몫이된다.,"['머리', '가슴', '입', '저항', '배격', '몸', '배', '부부', '저항', '저항', '배격', '끌', '당기', '법', '원리', '모르', '지도자', '자격', '윤', '열', '꼴', '재현', '시름', '총살', '서민', '몫']",0
news,기타,김문수,웃기시네 유시민의 인격은 늬들부부보다 백배는 훌륭하다 노조는 못생겼고 지는 이쁘고 부드럽다는 말하는 여자가 훌륭하냐 극우집단 집회에서 막말에 친일발언 하는 김문구가 훌룽하냐 늬들보다 천배는 유시민이 낫다,"['웃기', '유시민', '인격', '부부', '배', '노조', '못생기', '이쁘', '부드럽', '여자', '극우', '집단', '집회', '막말', '친일', '발언', '김', '문구', '훌룽하냐', '배', '유시민', '낫']",0
news,기타,김문수,훌륭은 모르겠고 일단 관상은 ㅈㄴ 쎄한 뱀관상이에요,"['모르', '관상', '쎄한', '뱀', '관상']",0
news,기타,김문수,"국짐 후보가 김문수냐, 설난영이냐?국민들은 그게 궁금했던거다. 하도 배우자가 설치고 다니니까 김건희 시즌 2가 될까봐 두려워서..","['국', '짐', '후보', '김문수', '설', '국민', '배우자', '설치', '다니', '김건', '희', '시즌', '두렵']",-1
news,기타,김문수,퍽이나,[],0
news,기타,김문수,그리 훌륭해서 여성 노동자를 지가 비하했냐. 노조위원장 출신이.,"['훌륭하', '여성', '노동자', '비하', '노조', '위원장', '출신']",0
news,기타,김문수,이래서 개그프로그램이 없어 진 이유가 이런 것들 때문이다.,"['이렇', '개그', '프로그램', '이유']",0
news,기타,김문수,70~80대 노인들이여손주들 지대로 돤 나라 물려주려면 반드시 내란세력들 척결해야지,"['노인', '손주', '지대', '돤', '나라', '물려주', '내란', '세력', '척결']",0
news,기타,김문수,지는 노조할 얼굴이 아니라는 노조위원장 출신 인간 어디가 훌륭하다는거지? 노조원들 비하 발언 하는 대선 후보 배우자가 정상이야?,"['노조', '얼굴', '노조', '위원장', '출신', '인간', '노조원', '비하', '발언', '대선', '후보', '배우자', '정상']",1
news,기타,김문수,말하는거 보니 아니던데 ㅋㅋ 설치는거 보니 건희보다 더 하겠던데 ㅋㅋ 뭔 상관이고 ㅋㅋ 4일만 지나면 일상으로 돌아갈건데 ㅋㅋ 정품 찍어낼려다가 불량품 나온거 맞잔아 ㅋㅋ 국짐것들 ㅋ 폐당될거니까 ㅋㅋ,"['설치', '건희', '상관', '지나', '일상', '돌아가', '정품', '찍', '불량품', '나오', '맞', '국', '짐', '당']",-1
news,기타,김문수,"암만, 훌륭하지. 노동자들과 다르게 ""부드럽고 이쁘고 문학적이고""~윤거니도 전광훈도 훌륭하지? ㅋㅋ","['암만', '노동자', '다르', '부드럽', '이쁘', '문학', '윤건이', '전광훈']",0
news,기타,김문수,노조하는 여자는 과격하고 드세고 못생겼는데 본인(설난영)은 예쁘고 문학적이고 부드러운 여자라며 자기얼굴에 꽃받침을 대며 말하는어이없는 유튜브 영상을 봤다. 이런것은 왜 뉴스에 안나오는가? 인터뷰 마다 김혜경씨 험담하는모난 인성 이더만. 그얼굴로 미모 자화자찬 이라니 자격지심이 보이더라 유시민이 말한건 격 떨어지는쪽을 찝어서 얘기한거이지 싶네. 기막힌 김거니가 가니 설난영이 온다는 얘기가 사실이 될까. 겁나네,"['노조', '여자', '드세', '못생기', '본인', '설난영', '예쁘', '문학', '부드럽', '여자', '얼굴', '꽃받침', '대', '어이없', '유튜브', '영상', '뉴스', '나오', '인터뷰', '김혜경', '험담', '모나', '인성', '얼굴', '미모', '자화자찬', '자격지심', '보이', '유시민', '격', '떨어지', '찝', '얘기', '기막히', '김거니', '가', '설', '나', '영', '오', '얘기', '사실', '겁나']",0
news,기타,김문수,유시민씨가 과하게 말은했지만 김문수 부인이 많이 설치긴했지.조용히 선거운동했으면좋으련만,"['유시민', '과하', '김문수', '부인', '설치', '선거', '운동', '좋']",0
news,기타,김문수,문제는 김문수 당신 같은 사람이 대통령 후보 라는것 이다. 그렇게 극우 집회 다니며 선동질이나 하고 살아온 싸구려 인생이 감히 대한민국 대통령을 꿈꾸다니 … 너무 자존심 상한다. ~!!,"['문제', '김문수', '대통령', '후보', '그렇', '극우', '집회', '다니', '선동', '살아오', '싸구려', '인생', '대한민국', '대통령', '꿈꾸', '자존심', '상하']",0
news,기타,김문수,관상은 과학이다 마귀할멈같이 생겨서리,"['관상', '과학', '마귀', '할멈', '생기', '서리']",0
news,기타,김문수,프롤레타리아가 부르조아 되면 적어도 그 과거의 정체성을 부정하거나 폄하해서는 안되겠지요.유시민작가는 당신들의 과거를 가장 잘아는 지인으로서 변절한 당신들의 삶과 노동운동 조차도 가벼이 보는 모습에서 안타까운 일언이겠지요.,"['프롤레타리아', '부르조아', '과거', '정체', '부정', '폄하', '유시민', '작가', '과거', '알', '지인', '변절', '삶', '노동', '운동', '모습', '안타깝', '일언']",-1
news,기타,김문수,아주머니 남 욕하시기 전에 거울부터 보시죠,"['아주머니', '남', '욕하', '전', '거울']",0
news,기타,김문수,기사 헤드라인 뿐 아니라 실제 발언의 맥락을 좀 보세요~ 그리고 사실 후보 배우자가 이렇게 적극적으로 네거티브 언행하는 거 처음이긴 한거 같아요..,"['기사', '헤드라인', '실제', '발언', '맥락', '사실', '후보', '배우자', '이렇', '적극', '네거티브', '언행', '처음']",1
news,기타,김문수,어? 이상하다. 국힘당에서 이재명 사모에 대해서는 더하지않았나?,"['이상', '국', '힘', '당', '이재명', '사모']",2
news,기타,김문수,훌륭한 사람은 가만히 있는 상대후보 부인 비난하지 않는다 훌륭한 사람이 시비를 먼저 걸고 싸움을 부추기지 않는다 그런건 나쁜사람이라고 정의한다,"['상대', '후보', '부인', '비난', '시비', '걸', '싸움', '부추기', '나쁘', '정의']",-5
news,기타,김문수,김문수 기준에서는 훌륭하겠지,"['김문수', '기준', '훌륭하']",0
news,기타,김문수,노조위원장 했다면서 노조를 못생겻다라고 하다니?,"['노조', '위원장', '노조', '생기']",0
news,기타,김문수,그렇지 참 훌륭해서 노조처럼 생긴사람 이라고 비꼬고 다니지,"['노조', '생기', '비꼬', '다니']",0
news,기타,김문수,운동권 노조 먹튀하고 국짐당 편에서서 내란 동조 하는게 훌륭하다는 건가? 친일파 스럽네,"['운동', '노조', '먹튀', '국', '짐', '편', '서', '동조', '친일파']",-2
news,기타,김문수,틀린.말 없던디 국민이 판단하는 거지,"['틀리', '국민', '판단']",0
news,기타,김문수,여기 석렬이 다음으로 부부가 사기꾼 탄생했네 둘다 거짖말을 밥먹듯이하네,"['석렬이', '다음', '부부', '사기꾼', '탄생', '거짓말', '밥', '먹']",-2
news,기타,김문수,아무리 설씨가 쏘우같이 생겨서 설치고 다녔다해도 이번만큼은 유작가의 불찰이 맞다. 빨리 사과하고 매듭짓길,"['설', '쏘우', '생기', '설치', '다니', '이번', '유', '작가', '불찰', '맞', '사과', '매듭', '짓']",0
news,기타,김문수,똥싸고있네 그래서 니 잡혀 구금되었을때 온힘으로 도와준 사람 뒤통수 까고있냐?,"['똥', '싸', '잡히', '구금', '힘', '도와주', '뒤통수', '까']",0
news,기타,김문수,노조욕했는데 훌륭한사람이라고? 그냥 김거니 시즌2임 직쏘 아지매,"['노조', '욕', '김', '시즌', '직소', '아지매']",-2
news,기타,김문수,사이비에 기웃기웃 하면서 깨끗한 척 하기는~!,['사이비'],0
news,기타,김문수,김어준 유시민 조국비호패거리... 지난대선때도 조국비호하면서 굥당선의 일등공신이 되더니... 나라를 요모양요꼴 개판으로 만들어놓고 아직도 정신을 못차리고...또 자살골을 넣고 있네...,"['김어준', '유시민', '조국', '비호', '패거리', '지나', '대선', '조국', '비호', '굥', '당선', '일등', '공신', '나라', '모양', '꼴', '개판', '만들', '정신', '차리', '자살', '골', '넣']",0
news,기타,김문수,그러니까 나대지마라 건희처럼 나대니까 ! 발을 땅에 붙이고 다녀라,"['나대지', '마라', '건희', '나대', '발', '땅', '붙이', '다니']",0
news,기타,김문수,수문이는 좋겠다 아내가 너어무 이뻐서 둘이 손잡고 한적한 곳에서 깨소금 볶고 살길,"['수문', '좋', '너어무', '이쁘', '손잡', '곳', '깨소금', '볶', '살']",0
news,기타,김문수,"그 정도는 국민 누구나 말할 수 있고, 실제 그렇게 생각하는 국민들도 있다. 대선 후보로 나선 자의 숙명으로 여기고 대범하게 넘겨라.","['정도', '국민', '있', '그렇', '생각', '국민', '대선', '후보', '나서', '숙명', '여기', '넘기']",0
news,기타,김문수,"너같은 여자가 훌륭해? 이거 뭐…말문이 막히네. 내란옹호에 배신의 아이콘이. 출세에 눈멀어서..,","['여자', '말문', '막히', '내란', '옹호', '배신', '아이콘', '출세', '눈멀']",0
news,기타,김문수,저거 내란수괴놈이 지 부인 감싼답시고 치던 헛소리랑 똑같네,"['내', '수괴', '부인', '감싸', '치', '소리', '똑같']",0
news,기타,김문수,변절자 웃기지마라,"['변절자', '웃기']",0
news,기타,김문수,"ㅋㅋ 팔불출 인가, 석열 씨 한테 물어도 훌륭한 아내라 할걸....","['팔불출', '열', '묻', '아내']",0
news,기타,김문수,촉새가 또 설설 날아 당기는구먼 이제는 어디 앉을자리가 있을려나 털을 확뽑아 버리기전에 조용히 있어요,"['촉새', '날', '당기', '이제', '앉', '자리', '털', '뽑', '전', '있']",0
news,기타,김문수,김문수에게 만 이겠지 우리가보기엔 김건희를 다시 보는줄 적당히 나댔어야지 특히 마이크에 상대후보 부인을 대노코 디스하는건 역대 첨인듯 보기흉했음,"['김문수', '김건희', '나대', '마이크', '상대', '후보', '부인', '대노코', '디스', '역대', '첨', '흉하']",0
news,기타,김문수,쌍으로 꼴값하네,"['쌍', '꼴', '값']",0
news,기타,김문수,부창부수 노동운동을 수단과 목적으로 사용것들일뿐 그입 다물어라,"['부창부수', '노동', '운동', '수단', '목적', '사용', '입', '다물']",0
news,기타,김문수,"뭐 그닥 틀린 말은 아닌거 같은데,",['틀리'],0
news,기타,김문수,노동운동하다가 함께 감빵도 갔는데 동지들 배반해서 살림 많이 늘었냐!,"['노동', '운동', '가', '빵', '가', '동지', '배', '반하', '살림', '늘']",0
news,기타,김문수,봉건시대 엔 왕비요. 공화국 시대는 국모. 영 부인이신데 사모님은 대통령을 내조만 잘하시고 국내외 정치엔 일절 관여하지 말아야 한다. 하면 할수록 왜곡되어 정권이 피폐 무너진다. 윤석열 정권 처럼. 설 여사님도 저기 뒷전에 계시길,"['봉건', '시대', '왕비', '공화국', '시대', '국모', '부인', '사모', '대통령', '내조', '국내외', '정치', '관여', '왜곡', '정권', '피폐', '무너지', '윤석열', '정권', '설', '여사', '뒷전', '계시']",2
news,기타,김문수,국짐은 후보자와 그 가족을 비방한 이준석은 잘한다더니?,"['국', '짐', '후보자', '가족', '비방', '이준석']",-2
news,기타,김문수,ㅋㅋ. 찍소,['찍'],0
news,기타,김문수,사전투표 마치고 왔습니다. 출국금지 출국금지! ㅋㅋㅋ,"['사전', '투표', '마치', '오', '출국', '금지', '출국', '금지']",0
news,기타,김문수,김건희 가 윤석열 을 설난영은 김문수를 사랑이라는 이름으로 서로 괴물로 만들었다 그릇만큼만 담아야한다 지금넘친다 넘쳐,"['김건희', '윤석열', '설', '나', '영', '김문수', '사랑', '이름', '괴물', '만들', '그릇', '담', '넘치', '넘치']",1
news,기타,김문수,"시민아 상정이좀 닮아라 좋은사람 인정할건 인정해야지,,민주화운동할때 독재고문에 너부터 모두 불어버리고 김문수만 끝까지 고문받으며 상정이를 지켰단다,그래서 상정이가 존경하는사람 중에 한분이란다,니들은머냐 의리없는인갼들,림죵석,김민서기,추미 ㅇ,뮹가,이해 차니,유시미니,등등등~~","['시민', '상정', '닮', '좋', '인정', '인정', '민주', '운동', '독재', '고문', '불', '김문수', '끝', '고문', '받', '상정', '지키', '상', '정의', '존경', '머냐', '의리없는인갼들', '림죵석', '김민', '석이', '추미', '뮹가', '이해', '차', '유시', '미니']",2
news,기타,김문수,지가 김혜경 욕 하는건 괜찮고...와이프 욕 먹는건 듣기 싫은가 봐. 그러게 행실을 똑바로 하고 다니지. 어디 얼탱을 하고 다녀 그 얼굴로...김문수가 설난영이고 설난영이 김문수면 김건희 보다 100배 더 하겠네 긁힌 건 알겠는데 자중해라,"['김혜경', '욕', '괜찮', '와이프', '욕', '먹', '듣', '싫', '행실', '다니', '얼탱을', '다니', '얼굴', '김문수', '설', '설', '나', '영이', '김문수', '면', '김건희', '배', '긁히', '알', '자중']",-2
news,기타,김문수,아내가 훌륭하게 생겼네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 생긴건 과학이다 ㅋㅋㅋ,"['아내', '생기', '생기', '과학']",0
news,기타,김문수,"(어떤 사람은) 살다보면 자신의 명분에 취해 검사 사칭도 할 수 있고, 육욕에 빠져 총각행세를 할 수도 있다. 다들 은밀한 죄도 많이 지으니… 그 자체로 돌을 던지려는 게 아니다. 하지만!!!! 그런 사람이 대통령의 자리에 가는 건 완전히 다른 얘기다. 그뿐이랴. 그 아들은 또 어떡고. 제발 정신 잘 차리고 투표하자… 윗물이 맑아야 아랫물이 맑다. 대한민국 국민들아 제발…","['살', '자신', '명분', '취하', '검사', '사칭', '있', '육욕', '빠지', '총각', '행세', '있', '죄', '짓', '자체', '돌', '던지', '대통령', '자리', '가', '다르', '얘기', '아들', '정신', '차리', '투표', '윗물', '맑', '아랫', '물', '맑', '대한민국', '국민']",-2
news,기타,김문수,"다른 후보 배우자 뒷담화한거 설난영씨가 먼저해서 이 사단이 난거죠. 불교행사때 이재명대표 사모님과 인사 나누라는데 엄청 띠꺼운 표정하면서 억지로 악수하는거 티났어요. 경기도지사때부터 인연이 있었다던데 왜 저래 했는데 얼마 안있어서 인신공격 하시더라고요. 그때 포문을 열어놓고 그땐 아무도 비판 안하더라고요.ㅎ 외모보고 머라하는것도 본인이 먼저, 노조할 얼굴 아니지 않냐며 노조하시는 분들 비하하셨죠. 정말 비호감이다 싶었네요.","['후보', '배우자', '뒷담화', '설란', '영', '사단', '나', '불교', '행사', '이재명', '대표', '사모', '인사', '나누', '띠꺼운', '표정', '악수', '티', '나', '경기도지사', '인연', '저렇', '얼마', '인신공격', '그때', '포문', '열', '비판', '외모', '본인', '노조', '얼굴', '노조', '비하', '호감']",3
news,기타,김문수,구구절절이 맞는 말씀입니다...,"['구구절절', '맞', '말씀']",0
news,기타,김문수,"둘 다 정상이 아닌 듯 한테요.. 그냥 할머니,할아버지로 사세요.. 정치 그만 하시고요.. ㅠㅠ","['정상', '할머니', '할아버지', '사', '정치']",1
news,기타,김문수,적반하장,['적반하장'],0
news,기타,김문수,혐오의 발언을 당한 피해자 설난영씨를 욕하는 꼴이라니... 그쪽 지지자들 이중성이 대단하시네,"['혐오', '발언', '당하', '피해자', '나', '영', '욕하', '꼴', '지지자', '이중']",-2
news,기타,김문수,"남의 인생을 ‘갈 수 없는 자리’라며 평가절하하는 모습은 한심하기 그지없습니다. 그런데 얼마 전에는 이재명 아들이 저지른 문제를 ‘대통령 될 사람이니까 욕먹는 것’이라며 사실상 두둔하는 위선까지 보였죠? 잘못은 잘못인 건데, 왜 특별히 감싸고 변명하는지 이해할 수 없습니다. 이런 이중잣대와 편파적 태도야말로 스스로 ‘제정신이 아니다’는 걸 증명하는 꼴입니다.","['남', '인생', '가', '자리', '평가', '절하', '모습', '그지없', '얼마', '전', '이재명', '아들', '저지르', '문제', '대통령', '욕먹', '사실', '두둔', '위선', '보이', '잘못', '잘못', '감싸', '변명', '이해', '이중', '잣대', '편파', '태도', '정신', '증명', '꼴']",-2
news,기타,김문수,"노동자를 대변하는 당인것처럼 위선을 떨지만 속내는 ""찐노동""자를 저급하다고 생각하는 인간들... 사실 민노총, 페미를 정치세력으로 이용하는거지 실제 노동자와 여성을 위한다는 것들이 저런말을 내뱉고 아들의 음란성 댓글에 성매매업소 후기에는 입꾹","['노동자', '대변', '당', '위선', '떨', '속내', '찌', '노동', '자', '저급', '생각', '인간', '민노총', '페미', '정치', '세력', '이용', '실제', '노동자', '여성', '내뱉', '아들', '음란', '댓글', '성', '매매', '업소', '후기', '입국']",-1
