platform,press,keyword,comment
news,한겨레,이재명,조승래 이재명 방탄법 고밥좀 하렴
news,한겨레,이재명,준석이는 이젠 숨쉬는것도 거짓말같다 어찌 저리 망가졌냐 맨 거짓말이나 해대서 토론도 재미를 못보고... 극우 파시즘 신봉자같다
news,한겨레,이재명,시알리스 lee..
news,한겨레,이재명,얘는 거짓말을 너무 많이해 어린애가 아주 닳아빠졌어 대통령은 무슨 동네 이장도 못해먹을놈이다 아주 건방지다 공장에서도 노가다도 못할인생
news,한겨레,이재명,사실 거북섬은 호텔경제학 실사판이드만
news,한겨레,이재명,민주공산당 재갈물리기
news,한겨레,이재명,어떻게 손대는 사업마다 저모양이냐.
news,한겨레,이재명,펨코로 정치하는 수준이하정치인. 화성 시민들 다음번에 제발 투표잘합시다
news,한겨레,이재명,준석이는 선거후 수사받고 사라질 한철 메뚜기에불과한넘
news,한겨레,이재명,국민 여러분 이 참에 유튜브에 “거북섬”이라고 검색해 보세요. 보니까 거기 투자하신 분들 상황이 참으로 안타깝더라고요. 꼭 “거북섬” 검색해 보세요ㅜㅜ
news,한겨레,이재명,본성이 악해서 그래. 머리도 나쁜데다 타인을 깎아내리려는 생각만 가득하니 저런 헛소리 하는 거지. 웨이브파크 만들었다는 말을 거북섬 만들었다고 처듣는 거 보면 이해력이 딸리거나 남의 말은 듣지 않는 거다. 아! 펨코 말만 듣는구나
news,한겨레,이재명,고발 좋아하는 더불어공산독재당.정권을 잡은 순간 모든 카톡.sns 검열하여 반 찢재명 하는 모든 국민들 고발하고 아오지탄광으로 북송할 것이다. 정신차려라.
news,한겨레,이재명,이준석과 국힘은 지금 한몸처럼 협공하고 있네 이준석 나경원 주진우는 같은당도 아닌데도 죽이 잘 맞고 언젠가 합쳐질 정당같다 이준석도 한때 좋게 봤지만 최근 민낯을 너무 많이 봐서 기대가 안된다
news,한겨레,이재명,거북섬 상가 분양 받은분들 다 빛더미에 앉았죠
news,한겨레,이재명,"빨리 명태균 게이트 수사해라. 준서기 당대표때 한 건희 공천 개입에 대해 빨리 조사하라!!! 홍매화 심는 주술하고, 상납이나 받고... 그래 놓고 무슨 젊은 정치? 담도 못 넘으면서.."
news,한겨레,이재명,준석이는 물에 빠지면 입만 동동 뜰것같네.
news,한겨레,이재명,이준석은 명태균 수사 안봤냐?검사들은 왜 이렇게 불공정하고 불공평하고 스트레스
news,한겨레,이재명,뻑하면 고발? 저거 완전 공산당보다 더하네. 아니 지들은 공선법에서 허위발언한것 삭제한다고 법까지 만든다며? 먼짓거리야!!!
news,한겨레,이재명,거북섬 상가하나 분양 받았다가 쫄딱망한 사람얘기 유투브로 본적이 있다 거의 대부분이 공실이라고 한다
news,한겨레,이재명,국짐당=내란당=곧 해체될 당
news,한겨레,이재명,이준석 넌 제발 좀 시끄러워 임마.진짜 밉상.너나 잘해.뭔 대통령이 정책도 없이 편지를 왜 써서 보내 받자마자 쓰레기통에 개 짜증
news,한겨레,이재명,이준석 정신차리게 해주세요 입만나불
news,한겨레,이재명,압도적 해로움 잘가라~^^
news,한겨레,이재명,또???고발?? 또?
news,한겨레,이재명,이준석 갈라치기 국가발전에 전혀 도움안됨
news,한겨레,이재명,이준석업적 갈라치기. 조금이라도 긁히면 개발작하는게 한동훈이랑 비슷.둘이 토론하면 역대급 흥행할듯. 준석아 넌 대선끝나고 수사받을게 많다던데. 열심히수사받아라.
news,한겨레,이재명,"이준석은 명택균 통해 여론조작한 거, 윤썩열 내란 수괴를 대통령 만든 거에 일조한 거 엎드려 석고대죄부터해라. 당신이 지금 대통령 선거 나올 상황이냐."
news,한겨레,이재명,단일화 되도록 해서 준서기 까지 한꺼번에 정리하는것이 좋은 전략일듯
news,한겨레,이재명,본인이 본인 입으로 자랑중이라고 얘기했는데 무슨 허위사실이래...
news,한겨레,이재명,고발당 ㅉ 기업기술정보 군사기밀정보 개인정보 훔쳐가는 간첩 이런 간첩잡는 간첩법 협조하지 않는 민추탕은 자격미달이다.
news,한겨레,이재명,대선끝나면 제발 이사람 안봤으면좋겠어요분노조절하기 힘들어요 인성도 개판이고 당신만큼 머리좋은사람 한국에 많아요
news,한겨레,이재명,죄명이 입조심 해야겄네
news,한겨레,이재명,준석아! 잘들어봐래.... 거북섬은 박근혜정부때 공사한것이고... 써핑장은 이재명 후보말이 맞는거고... 공실이 많고 경기가 죽은것은 ... 윤가 . 국힘 책임아지...
news,한겨레,이재명,ㅅㅅ
news,한겨레,이재명,준석이 양두구육으로 뻥치는건 아무도 못 말려. 준석이 갈라치기에 뻥치는거 빼면 뭐가 남나.
news,한겨레,이재명,긁붉늙
